"Воздушная масса: Заданное значение[kg/h]","Давление заряда воздуха, фактическое[mbar]","Давление магистрали, уставка[бар]","Действительное давление в рейке[bar]","Клапан регулировки давления в рейке , активация[%]","Масса воздуха[кг/ч]","Подача активации управляющего клапана [%]","Регулятор нагнетаемого давления , активация[%]","Скорость вращения двигателя[об/мин]","Температура воздуха на впуске[degree C]","Температура двигателя[degree C]","Температура охлаждающей жидкости[degree C]","Температура топлива[degree C]"
"140.23","1163.93","330.47","337.99","34.43","159.00","41.33","94.98","1664","61.21","95.50","95","58.15"
"140.84","1163.93","496.78","450","38.43","159.69","39.88","94.98","1664","60.82","95.40","95","58.05"
"167.93","1366.99","693.48","724.99","40.80","194.78","42.16","84.35","1676","60.62","95.30","95","58.05"
"183.87","1468.98","710.56","700.91","42.85","209.96","37.66","94.98","1715","60.23","95.10","94","58.05"
"197.3","1626.91","756.29","771.27","43.42","227.66","38.94","94.98","1721","59.94","94.90","94","58.05"
"199.13","1669.94","785.67","760.28","44.63","239.57","38.73","94.98","1738","59.64","94.70","94","58.15"
"236.67","1650.99","903.54","859.19","45.46","309.45","37.72","94.98","2205","59.25","94.50","94","58.15"
"263.14","1720.94","910.20","901","46.33","322.96","37.87","94.98","2197","59.05","94.30","93","58.15"
"271.53","1776.97","946.27","942.78","46.91","336.46","37.84","94.98","2232","58.96","94","93","58.15"
"250.78","1661.98","352.39","326.92","34.12","275.42","43.03","92.71","1787","58.61","93.80","93","58.25"
"168.84","1363.97","334.28","307.08","34.21","191.58","41.46","94.98","1719","58.22","93.60","93","58.15"
"149.84","1220.96","332.07","331.29","34.37","169.76","41.75","94.98","1699","57.83","93.50","93","58.05"
"139.54","1165.94","346.77","344.57","34.74","160.68","41.79","94.98","1676","57.53","93.40","93","58.05"
"136.87","1152.94","349.39","348.98","34.78","157.40","41.66","94.98","1654","57.34","93.30","93","57.85"
"133.29","1141.95","349.89","353.35","34.90","153.28","42.06","94.98","1631","57.04","93.20","93","57.76"
"138.93","1156.97","447.66","412.68","37.33","154.88","40.05","94.98","1625","56.75","93.10","92","57.76"
"146.79","1237.99","387.87","397.27","35.67","167.09","40.92","93.89","1624","56.55","92.90","92","57.76"
"145.04","1239.92","365.76","357.67","35.05","162.28","40.68","90.76","1584","56.16","92.70","92","57.76"
"138.78","1220.96","349.11","355.46","34.89","156.10","40.72","90.05","1589","55.62","92.40","92","57.76"
"137.94","1201.92","354.18","355.46","34.78","154.88","40.86","88.22","1581","55.42","92.20","91","57.76"
"135.88","1195.97","349.21","348.98","34.75","151.98","40.91","85.26","1556","55.03","91.90","91","57.85"
"129.47","1178.94","320.58","320.4","34.22","144.04","41.25","94.32","1518","54.74","91.70","91","57.76"
"122.53","1141.95","319.99","324.71","34.14","138.48","41.99","94.97","1504","54.54","91.40","91","57.76"
"119.48","1120.99","319.30","326.92","34.12","134.89","42.27","94.75","1482","54.25","91.20","90","57.76"
"117.34","1113.94","345.40","344.57","34.69","131.23","42.15","94.43","1461","53.95","91","90","57.76"
"114.98","1109.91","349.21","351.09","34.68","127.79","42.26","94.17","1417","53.76","90.70","90","57.66"
"107.5","1103.96","349.89","357.67","34.77","119.33","42.30","94.32","1354","53.31","90.50","90","57.56"
"100.94","1092.97","349.99","333.5","34.85","110.78","41.56","94.78","1278","53.12","90.30","89","57.56"
"94.22","1084.91","349.99","344.57","34.80","103.68","41.53","94.98","1222","52.92","90.10","89","57.56"
"90.87","1071.91","349.99","348.98","34.78","101.24","41.49","94.98","1195","52.82","89.90","89","57.56"
"88.73","1060.93","349.99","351.09","34.86","99.18","41.67","94.98","1176","52.53","89.80","89","57.56"
"88.04","1054.98","349.99","353.35","34.77","97.96","41.79","94.98","1160","52.43","89.60","89","57.56"
"87.59","1051.96","349.99","357.67","34.69","96.67","42.03","94.98","1142","52.24","89.50","89","57.56"
"85.45","1047.93","314.42","293.98","33.78","96.36","41.07","94.31","1159","52.04","89.30","89","57.56"
"95.83","1113.94","394.57","401.7","35.66","105.90","41.24","93.91","1201","52.04","89.20","89","57.56"
"98.88","1139.94","345.76","333.5","34.59","106.97","40.73","85.15","1198","51.75","89.10","89","57.56"
"93.84","1137.92","330.56","331.29","34.12","104.83","40.91","94.11","1177","51.55","89","88","57.56"
"93.54","1126.94","324.58","331.29","34.04","103.00","41.31","94.53","1156","51.45","88.90","88","57.56"
"90.87","1109.91","315.10","322.46","33.84","100.56","41.37","94.98","1135","51.35","88.80","88","57.66"
"103.23","1079.97","322.28","313.68","33.99","118.18","41.39","93.83","1370","51.06","88.60","88","57.66"
"104.37","1101.94","340.86","331.29","35.00","118.87","39.80","94.98","1463","50.81","88.60","88","57.66"
"121.39","1220.96","420.07","461.07","35.76","136.49","40.61","91.79","1424","50.81","88.40","88","57.66"
"120.85","1216.94","379.59","366.5","35.28","135.73","40.64","83.98","1427","50.72","88.30","88","57.66"
"124.59","1242.94","443.09","465.38","36.82","138.93","40.53","85.56","1416","50.62","88.30","88","57.66"
"124.59","1254.93","422.15","423.76","36.24","140.46","40.73","84.87","1415","50.62","88.10","88","57.66"
"125.43","1259.97","471.09","467.68","37.19","141.30","40.36","86.15","1409","50.52","88","87","57.66"
"125.66","1269.95","419.20","414.88","35.94","142.29","40.53","85.10","1422","50.32","88","87","57.66"
"123.29","1257.95","370.17","373.1","34.80","137.25","41.01","83.63","1407","50.23","87.90","87","57.66"
"120.77","1220.96","356.57","357.67","34.67","136.64","40.97","83.16","1414","50.23","87.90","87","57.66"
"119.17","1201.92","349.80","348.98","34.37","133.59","41.28","82.07","1397","50.13","87.90","87","57.66"
"116.35","1186.91","346.41","346.68","34.40","130.69","41.23","81.79","1389","50.13","87.90","87","57.66"
"116.27","1178.94","345.90","346.68","34.42","130.85","41.30","81.28","1402","50.13","87.90","87","57.66"
"135.88","1246.97","652.56","658.96","40.91","159.08","39.15","94.98","1644","50.13","87.90","87","57.66"
"196.76","1408.92","754.78","757.99","42.91","236.29","38.93","94.98","1933","50.32","87.90","87","57.66"
"219.88","1588.92","825.69","826.19","44.30","264.74","38.58","94.98","1964","50.62","87.80","87","57.76"
"232.55","1667.93","848.07","852.56","44.48","285.50","38.41","94.98","2020","50.72","87.70","87","57.66"
"247.27","1716.91","888.18","887.68","45.22","303.20","38.14","94.98","2084","50.81","87.70","87","57.76"
"222.55","1485.92","347.10","344.57","34.04","247.88","41.79","87.79","2037","50.81","87.60","87","57.76"
"194.63","1340.99","342.37","353.35","34.14","212.94","42.04","94.98","1898","50.81","87.70","87","57.76"
"169.83","1257.95","337.21","351.09","34.18","188.83","42.48","94.98","1785","50.81","87.70","87","57.66"
"156.48","1197.98","335.10","320.4","34.07","175.55","41.71","94.98","1742","50.81","87.80","87","57.56"
"146.87","1154.95","332.76","333.5","34.04","165.25","41.80","94.98","1702","50.81","87.90","87","57.56"
"146.64","1154.95","412.27","414.88","36.05","161.29","40.23","94.98","1694","50.81","87.90","87","57.41"
"149.23","1218.95","407.48","417.09","35.93","171.59","40.99","93.72","1685","50.91","87.90","87","57.41"
"123.29","1218.95","308.27","315.88","33.51","121.23","42.05","93.93","1208","51.06","87.90","87","57.56"
"97.43","1124.92","305.56","302.7","33.45","107.73","41.60","94.98","1229","50.91","87.90","87","57.56"
"92.24","1086.93","307.17","311.48","33.64","102.69","41.92","94.98","1183","50.91","87.90","87","57.41"
"89.34","1066.97","344.16","351.09","34.52","99.56","42.04","94.98","1176","50.91","87.90","87","57.41"
"88.35","1056.99","348.88","355.46","34.53","98.50","42.19","94.98","1163","51.06","87.90","87","57.41"
"88.2","1051.96","326.18","300.59","34.36","98.50","40.42","94.20","1227","50.91","87.90","87","57.41"
"97.58","1116.96","410.89","434.65","35.86","107.88","40.61","94.98","1197","51.06","87.90","87","57.31"
"104.68","1163.93","574.45","577.66","39.44","117.27","40.34","94.98","1202","51.06","87.90","87","57.41"
"113.68","1246.97","603.26","599.59","39.78","128.94","40.00","94.98","1258","51.06","87.80","87","57.41"
"115.74","1280.93","477.38","445.68","37.21","131.15","39.99","94.98","1277","50.91","87.80","87","57.56"
"117.65","1280.93","506.75","491.9","38.24","131.76","38.52","94.98","1301","50.81","87.70","87","57.56"
"119.78","1314.99","467.08","467.68","36.83","135.04","40.36","94.98","1303","50.81","87.70","87","57.56"
"116.88","1282.95","443.87","443.51","36.41","130.46","40.45","94.92","1294","50.62","87.60","87","57.56"
"115.43","1257.95","401.88","412.68","35.26","126.73","40.99","93.00","1291","50.62","87.60","87","57.56"
"112.69","1227.92","383.90","384.09","35.18","124.59","40.63","92.99","1303","50.52","87.70","87","57.56"
"112.46","1212.91","445.11","432.48","36.63","128.18","40.29","94.98","1307","50.32","87.70","87","57.56"
"114.82","1235.98","457.36","447.88","37.29","128.63","39.07","94.98","1338","50.32","87.70","87","57.56"
"127.95","1299.98","619.20","641.49","40.19","144.35","40.40","94.98","1361","50.32","87.70","87","57.56"
"125.66","1312.98","445.77","414.88","36.43","142.06","40.17","93.83","1364","50.23","87.70","87","57.56"
"122.15","1274.98","422.15","414.88","36.06","137.87","40.16","94.11","1368","50.13","87.70","87","57.56"
"122.68","1280.93","442.50","469.76","36.38","137.25","40.81","93.77","1357","50.03","87.70","87","57.56"
"122.76","1263.99","438.78","436.85","36.35","138.25","40.56","94.49","1380","50.03","87.70","87","57.56"
"123.98","1263.99","423.90","425.87","36.11","138.17","40.69","94.04","1380","49.93","87.70","87","57.56"
"123.83","1259.97","447.88","450","36.67","138.93","40.43","94.98","1391","49.93","87.70","87","57.56"
"122.68","1263.99","518.29","491.9","39.15","145.49","37.70","94.98","1437","49.93","87.70","87","57.56"
"141.37","1355.91","515.29","544.57","37.38","155.57","40.66","94.98","1425","49.93","87.70","87","57.56"
"142.29","1357.93","509.69","487.49","37.83","157.09","39.87","94.98","1448","49.83","87.70","87","57.56"
"141.37","1366.99","508.86","511.66","37.97","159.76","39.80","94.98","1469","49.73","87.70","87","57.56"
"149.54","1400.96","520.17","524.8","37.90","166.63","40.19","94.98","1492","49.73","87.60","87","57.56"
"147.94","1389.97","485.47","474.26","37.37","163.73","40.10","94.98","1497","49.64","87.50","87","57.56"
"143.28","1368.92","476.69","476.37","37.27","160.45","40.16","94.98","1503","49.64","87.50","87","57.66"
"155.34","1376.97","656.58","667.77","41.17","176.47","38.92","94.98","1538","49.54","87.50","87","57.66"
"160.07","1462.94","526.18","498.48","38.03","181.35","40.01","94.98","1554","49.64","87.50","87","57.66"
"160.45","1438.95","502.01","489.69","37.69","178.99","40.00","94.98","1559","49.54","87.50","87","57.56"
"157.78","1425.95","493.38","494.07","37.65","175.55","39.93","94.98","1567","49.54","87.50","87","57.56"
"161.36","1417.99","668.25","656.85","41.41","190.05","38.64","94.98","1646","49.54","87.50","87","57.66"
"186.16","1560.9","720.08","738.18","42.40","215.38","38.28","94.98","1710","49.64","87.50","87","57.66"
"202.87","1635.98","827.48","832.77","44.20","237.58","38.90","94.98","1741","49.73","87.50","87","57.66"
"206.53","1665.92","685.79","696.46","41.11","243.69","39.37","94.98","1741","49.73","87.50","87","57.66"
"206.53","1616.94","773.76","722.79","44.33","243.08","38.67","94.98","1792","49.73","87.50","87","57.66"
"217.67","1671.96","851.60","856.94","44.51","255.59","38.80","94.98","1824","49.93","87.50","87","57.66"
"218.97","1684.96","680.88","678.8","40.94","258.18","38.95","94.98","1849","49.93","87.50","87","57.66"
"218.43","1637.99","694.58","683.18","42.21","253.45","35.55","94.98","1893","50.03","87.60","87","57.66"
"224.38","1682.95","856.58","870.18","44.70","267.49","38.55","94.98","1903","50.23","87.60","87","57.66"
"228.89","1706.93","860.75","826.19","45.14","278.55","38.27","94.98","1921","50.32","87.70","87","57.66"
"226.37","1690.91","338.91","335.7","33.47","249.94","41.87","92.66","1850","50.52","87.70","87","57.66"
"164.57","1361.96","332.39","320.4","33.67","175.55","41.50","94.98","1447","50.23","87.80","87","57.66"
"117.04","1203.94","313.18","326.92","33.57","132.45","42.34","94.75","1418","50.03","87.80","87","57.56"
"120.85","1156.97","321.00","322.46","33.80","130.77","41.54","94.75","1430","49.93","87.90","87","57.56"
"112.99","1133.99","319.99","315.88","33.80","127.64","41.89","94.58","1408","49.93","87.90","88","57.41"
"110.4","1113.94","317.28","318.06","33.79","123.14","41.86","94.45","1379","49.83","87.90","88","57.41"
"138.4","1182.97","627.38","645.87","40.32","148.93","42.26","94.98","1464","49.83","88","88","57.41"
"118.64","1246.97","311.30","267.59","33.58","132.07","40.97","92.77","1368","49.73","87.90","87","57.41"
"111.16","1150.93","311.30","298.29","33.57","123.29","41.51","94.19","1360","49.54","87.90","87","57.41"
"107.58","1113.94","310.79","311.48","33.72","118.87","41.69","94.37","1338","49.34","87.80","87","57.41"
"103","1096.91","309.28","307.08","33.69","114.37","41.76","94.53","1312","49.24","87.70","87","57.31"
"98.5","1088.94","307.40","307.08","33.72","109.94","41.65","94.77","1281","49.15","87.50","87","57.31"
"95.98","1079.97","305.56","304.96","33.57","105.74","41.72","94.98","1249","49.05","87.40","87","57.31"
"93.39","1073.93","306.16","309.28","33.55","103.00","41.69","94.98","1207","48.95","87.30","87","57.31"
"90.33","1062.94","308.27","315.88","33.60","99.79","41.76","94.98","1149","48.85","87.20","86","57.21"
"86.44","1058.91","311.80","320.4","33.65","93.77","42.31","94.98","1049","48.75","87","86","57.21"
"80.03","1041.98","313.18","304.96","33.63","91.48","41.73","94.98","1165","48.66","86.90","86","57.21"
"89.88","1037.95","306.89","309.28","33.58","99.34","42.05","94.98","1199","48.56","86.70","86","57.21"
"89.19","1047.93","352.99","329.09","35.48","107.27","38.42","94.98","1353","48.56","86.60","86","57.21"
"94","1111.92","318.06","298.29","33.91","103.53","39.89","94.22","1202","48.56","86.50","86","57.31"
"108.34","1184.98","513.77","538.08","38.29","120.39","39.77","94.98","1256","48.56","86.40","86","57.31"
"117.19","1265.92","600.87","623.76","39.66","131.15","40.34","94.98","1324","48.56","86.20","85","57.31"
"156.33","1331.93","619.98","672.29","40.94","190.05","40.69","94.98","1679","48.41","86.10","85","57.31"
"181.05","1485.92","741.77","722.79","42.69","215.08","38.49","94.98","1674","48.31","85.90","85","57.41"
"197.99","1614.92","824.36","828.39","44.04","236.44","38.07","94.98","1830","48.31","85.80","85","57.41"
"267.8","1601.92","899.16","916.36","45.61","323.19","38.14","94.98","2317","48.31","85.70","85","57.56"
"284.58","1706.93","966.45","971.4","46.48","353.63","37.99","85.24","2404","48.66","85.60","85","57.56"
"260.24","1447.93","359.69","351.09","33.86","287.86","42.19","55.70","2177","48.56","85.60","85","57.56"
"186.39","1387.96","342.46","344.57","33.94","201.65","41.54","94.98","1664","48.66","85.70","85","57.56"
"140.76","1222.98","324.07","331.29","33.66","155.95","42.24","94.98","1526","48.56","85.80","85","57.41"
"122.07","1161.91","316.45","320.4","34.06","134.74","42.21","94.98","1428","48.56","85.90","85","57.41"
"112.08","1126.94","347.37","355.46","34.35","123.14","42.51","94.88","1354","48.66","86","86","57.31"
"102.69","1105.97","349.48","331.29","34.43","111.77","41.57","94.94","1268","48.75","86.10","86","57.31"
"94.15","1088.94","349.89","346.68","34.52","104.07","41.65","94.98","1193","48.85","86.20","86","57.21"
"109.25","1092.97","518.79","463.27","39.68","122.38","39.02","94.98","1243","49.05","86.30","86","57.21"
"132.07","1242.94","634.97","641.49","40.78","166.17","39.70","94.98","1720","49.15","86.30","86","57.21"
"181.58","1421.93","698.66","702.97","41.28","218.36","57.37","51.62","1596","49.34","86.30","86","57.31"
"152.9","1291.92","324.71","309.28","33.55","165.79","42.32","92.73","1482","49.15","86.30","86","57.31"
"108.64","1212.91","306.48","302.7","33.35","113.83","41.98","94.98","1135","48.95","86.30","86","57.31"
"99.64","1118.97","308.08","300.59","33.31","114.14","41.95","94.92","1255","48.95","86.30","86","57.31"
"85.76","1105.97","315.01","313.68","33.70","87.89","42.29","94.98","789","49.05","86.30","86","57.21"
"61.19","1056.99","315.01","329.09","33.85","65.77","42.37","94.98","686","48.95","86.30","86","57.21"
"56.84","1030.99","315.01","318.06","33.70","64.16","42.41","94.98","712","48.95","86.30","86","57.21"
"59.13","1013.96","355.46","364.38","35.01","83.92","40.39","94.98","1180","48.95","86.40","86","57.21"
"134.66","1122.91","638.69","647.98","41.11","172.58","45.18","65.71","1748","49.24","86.50","86","57.31"
"94.38","1237.99","315.01","300.59","33.52","90.49","42.26","93.45","766","49.44","86.60","86","57.31"
"63.55","1101.94","315.01","311.48","33.57","70.27","42.56","94.98","720","49.34","86.60","86","57.31"
"55.16","1041.98","368.70","346.68","35.38","83.92","39.76","94.98","1241","49.34","86.70","86","57.31"
"133.06","1143.97","570.58","568.79","39.60","161.36","37.84","94.98","1736","49.54","86.70","86","57.31"
"192.8","1398.95","748.70","757.99","42.68","236.97","38.83","94.98","2005","50.13","86.80","86","57.31"
"229.57","1588.92","831.70","828.39","44.23","283.05","38.17","94.98","2063","50.72","86.90","87","57.41"
"236.59","1710.96","896.96","896.46","45.28","290.99","37.78","94.98","2067","51.26","87","87","57.41"
"259.25","1738.98","924.39","916.36","45.71","316.85","37.90","94.98","2174","51.75","87.10","87","57.56"
"282.75","1740.99","965.85","964.75","46.66","350.04","37.58","94.98","2398","52.24","87.20","87","57.56"
"323.64","1763.97","1098.16","1096.69","50.45","413.44","36.51","94.98","2710","52.92","87.40","87","57.56"
"361.26","1763.97","741.96","676.6","41.58","425.27","36.23","78.17","2960","53.76","87.70","88","57.66"
"300.98","1849.94","632.80","729.37","41.20","310.83","36.22","94.98","2121","54.64","87.90","88","57.66"
"274.05","1836.94","988.46","1008.78","47.19","325.40","37.94","94.98","2206","55.23","88.20","88","57.66"
"291.29","1832.91","1016.08","1010.85","47.78","346.15","37.98","94.98","2342","55.62","88.40","88","57.66"
"313.65","1844.9","1077.20","1090.08","48.89","373.39","41.16","82.77","2470","56.26","88.70","89","57.76"
"293.89","1819.91","994.20","980.1","47.02","325.78","38.46","94.98","2062","56.75","88.90","89","57.76"
"253.45","1827.97","947.78","936.06","46.34","305.94","38.46","94.98","2018","57.04","89.10","89","57.76"
"259.33","1816.98","943.38","944.98","46.33","317.69","38.34","94.98","2097","57.43","89.20","89","57.76"
"267.49","1814.97","948.56","944.98","46.29","330.97","38.12","94.98","2164","57.73","89.50","89","57.76"
"280.08","1819.91","754.68","786.58","39.80","337.38","39.71","67.68","2218","58.02","89.70","89","57.76"
"204.55","1673.97","432.11","384.09","35.86","234.23","40.28","94.37","1800","58.12","89.80","90","57.66"
"202.87","1624.99","726.75","810.76","43.68","225.68","38.54","88.00","1529","58.22","90","90","57.66"
"162.43","1607.96","489.19","456.69","37.35","179.60","39.84","94.75","1456","58.32","90.20","90","57.56"
"141.76","1438.95","393.47","379.68","35.21","156.56","40.99","91.92","1420","58.12","90.30","90","57.56"
"123.06","1284.96","383.17","333.5","35.77","143.43","38.95","94.98","1510","57.83","90.40","90","57.56"
"145.88","1381.92","618.88","672.29","40.08","164.03","39.48","94.98","1483","57.83","90.60","90","57.56"
"143.36","1464.96","354.36","408.4","34.11","159.15","43.16","87.82","1399","57.83","90.80","90","57.56"
"118.94","1254.93","333.17","287.31","34.41","134.97","39.13","94.98","1535","57.53","90.80","90","57.41"
"140.54","1353.99","472.56","496.27","37.03","152.90","41.20","85.13","1466","57.43","90.90","90","57.41"
"119.78","1257.95","312.40","280.82","33.55","133.36","42.11","93.28","1389","57.14","90.90","90","57.41"
"112.08","1161.91","312.81","315.88","33.63","125.89","42.56","94.33","1379","56.85","90.80","90","57.31"
"108.8","1126.94","312.17","313.68","33.65","121.46","42.56","94.35","1362","56.65","90.70","90","57.31"
"102.54","1113.94","343.98","322.46","34.43","113.76","41.50","94.65","1299","56.55","90.60","90","57.21"
"95.45","1096.91","348.88","346.68","34.45","105.29","41.83","94.98","1221","56.26","90.60","90","57.21"
"90.33","1084.91","349.80","362.07","34.55","100.56","42.05","94.98","1181","56.16","90.50","90","57.12"
"89.34","1069.99","349.99","357.67","34.46","99.49","42.02","94.98","1178","55.91","90.30","90","57.12"
"88.73","1062.94","349.99","346.68","34.45","98.95","42.16","94.98","1177","55.62","90.20","90","57.12"
"91.63","1069.99","322.28","313.68","33.80","102.85","40.93","94.57","1205","55.52","90.10","89","57.12"
"92.77","1096.91","312.31","302.7","33.64","101.93","40.99","94.98","1198","55.42","89.90","89","57.12"
"89.88","1081.99","307.67","302.7","33.46","100.18","41.56","94.98","1186","55.23","89.80","89","57.12"
"89.49","1066.97","308.18","313.68","33.44","98.88","42.13","94.98","1149","55.03","89.70","89","57.12"
"85.45","1058.91","338.31","335.7","34.21","95.06","41.97","94.98","1110","54.74","89.50","89","57.12"
"84.46","1049.94","347.78","357.67","34.42","94.53","42.34","94.98","1170","54.64","89.40","89","57.12"
"99.49","1041.98","349.57","329.09","34.41","111.85","41.55","94.04","1339","54.54","89.30","89","57.12"
"100.25","1064.96","349.89","346.68","34.34","111.85","41.70","94.21","1324","54.35","89.20","89","57.12"
"98.27","1071.91","312.81","326.92","33.33","110.25","42.09","94.51","1298","54.25","89.10","89","57.12"
"94.07","1071.91","306.66","302.7","33.35","106.89","41.63","94.84","1262","54.05","89","88","57.02"
"91.55","1069.99","308.08","313.68","33.44","99.49","41.69","94.98","1134","53.95","88.90","88","57.02"
"84.15","1056.99","345.40","366.5","34.42","91.94","42.49","94.98","1043","53.85","88.70","88","57.02"
"79.5","1043.99","349.11","342.28","34.32","88.27","41.81","94.98","1050","53.76","88.60","88","57.02"
"94.68","1024.95","349.80","348.98","34.41","106.66","41.95","94.40","1310","53.66","88.50","88","57.02"
"96.28","1054.98","349.99","344.57","34.34","105.90","41.58","94.65","1281","53.66","88.40","88","57.02"
"93.16","1060.93","349.99","351.09","34.41","103.84","41.64","94.93","1256","53.66","88.30","88","57.02"
"91.86","1060.93","305.47","346.68","33.48","102.46","41.60","94.81","1252","53.66","88.30","88","57.02"
"100.1","1096.91","323.80","333.5","33.64","106.89","41.18","94.16","1250","53.66","88.20","88","57.02"
"95.83","1105.97","316.39","302.7","33.47","105.59","40.67","94.45","1234","53.66","88.20","88","57.02"
"95.45","1101.94","317.19","318.06","33.48","105.29","40.87","94.72","1225","53.66","88.10","88","57.12"
"106.43","1126.94","409.91","445.68","35.86","116.20","40.45","94.98","1299","53.66","88.10","88","57.12"
"108.34","1182.97","408.21","412.68","35.56","120.24","40.49","94.53","1301","53.66","88","88","57.12"
"109.79","1201.92","409.41","408.4","35.57","122.99","40.40","94.53","1312","53.66","88","88","57.12"
"112.99","1212.91","489.69","456.69","37.68","129.85","39.63","94.98","1343","53.66","88","88","57.12"
"122.15","1272.97","505.47","505.06","37.51","138.17","40.02","94.98","1368","53.76","88.10","88","57.12"
"131.07","1302.9","626.10","608.4","40.12","153.73","39.08","94.98","1438","53.66","88.10","88","57.12"
"150.68","1402.97","650.36","678.8","38.07","166.40","48.46","83.44","1442","53.85","88.20","88","57.21"
"140.08","1361.96","413.97","379.68","35.20","156.18","40.49","90.73","1464","53.76","88.20","88","57.21"
"133.13","1280.93","329.87","315.88","33.43","146.33","41.32","89.85","1454","53.76","88.20","88","57.21"
"123.6","1186.91","324.80","320.4","33.57","137.03","41.23","89.91","1442","53.66","88.20","88","57.12"
"117.95","1152.94","323.38","315.88","33.73","131.15","41.35","94.05","1426","53.66","88.30","88","57.12"
"116.35","1156.97","350.40","348.98","34.11","130.85","41.06","90.17","1420","53.76","88.40","88","57.12"
"119.1","1173.91","342.28","342.28","34.00","131.76","41.10","88.82","1416","53.85","88.50","88","57.12"
"116.66","1158.98","332.39","326.92","33.88","129.78","41.19","88.17","1409","53.85","88.60","88","57.12"
"115.13","1152.94","332.76","331.29","33.85","128.18","40.73","90.22","1408","53.85","88.60","88","57.12"
"131.38","1252.92","616.26","669.99","39.84","147.86","40.64","94.98","1448","53.95","88.70","88","57.12"
"134.74","1306.93","400.60","370.9","34.80","149.69","41.70","87.68","1452","54.05","88.70","88","57.12"
"126.19","1201.92","403.07","360.01","36.27","143.66","38.75","94.98","1460","53.85","88.70","88","57.12"
"145.49","1321.95","610.16","643.6","40.09","163.35","39.16","94.98","1523","53.95","88.70","88","57.12"
"171.97","1434.93","724.67","722.79","42.13","219.27","37.89","94.98","2098","54.25","88.70","88","57.12"
"239.57","1571.98","816.77","808.58","44.33","293.05","37.74","94.98","2203","54.54","88.70","88","57.21"
"269.55","1697.96","926.48","934","46.07","334.32","37.61","94.98","2323","54.84","88.70","88","57.21"
"296.79","1759.94","1003.58","1002.16","47.45","369.95","37.56","94.98","2468","55.23","88.80","88","57.31"
"333.03","1814.97","1146.68","1142.97","50.12","414.36","37.05","94.98","2622","55.52","88.80","89","57.31"
"377.58","1896.91","1316.04","1336.45","53.02","460.59","36.51","92.81","2778","56.16","88.90","89","57.31"
"439.99","1986.9","1354.46","1435.48","50.31","507.36","39.78","69.24","2935","56.94","89.10","89","57.31"
"390.63","1776.97","768.47","740.35","41.80","449.22","40.09","60.51","2993","57.53","89.20","89","57.31"
"263.83","1575.92","922.37","911.98","45.82","325.40","38.58","94.98","2352","57.83","89.50","89","57.41"
"289.69","1780.91","957.30","1035.06","46.68","340.12","37.57","94.98","2020","58.32","89.70","89","57.31"
"239.95","1804.99","882.35","911.98","44.24","288.17","37.43","94.98","1948","58.41","89.90","90","57.31"
"239.87","1797.94","917.78","922.97","45.52","292.67","38.48","94.98","1937","58.51","90.10","90","57.31"
"241.09","1791.99","907.67","905.38","45.44","294.35","38.33","94.98","1962","58.61","90.30","90","57.31"
"246.28","1787.96","903.18","903.18","45.20","299.08","38.32","94.98","2002","58.61","90.50","90","57.31"
"250.48","1791.99","906.75","907.58","45.29","306.63","38.48","94.66","2039","58.61","90.70","90","57.31"
"258.26","1812.95","922.88","931.75","44.51","305.33","39.44","94.98","1801","58.86","90.80","90","57.31"
"224.23","1789.97","854.90","872.38","43.28","259.56","40.36","94.98","1709","58.86","90.90","91","57.31"
"211.26","1735.96","723.57","705.29","41.73","248.04","38.82","94.98","1726","58.61","91.10","91","57.31"
"205.39","1706.93","708.27","714","41.79","239.49","38.98","94.98","1682","58.61","91.20","91","57.31"
"201.19","1684.96","716.87","714","41.85","239.18","39.24","94.98","1710","58.51","91.30","91","57.21"
"204.55","1671.96","638.87","643.6","40.14","239.18","39.29","94.98","1715","58.41","91.40","91","57.21"
"194.55","1637.99","519.48","531.48","37.53","218.66","40.57","94.98","1722","58.22","91.40","91","57.21"
"188.52","1545.98","480.32","476.37","37.04","209.12","40.19","94.98","1743","57.83","91.50","91","57.12"
"178.99","1487.94","515.38","480.88","38.44","197.38","38.64","94.98","1741","57.63","91.50","91","57.12"
"195.7","1584.98","800.18","839.38","43.31","228.43","39.47","94.98","1754","57.63","91.50","91","57.12"
"211.64","1686.97","848.16","854.77","44.63","244.30","38.24","94.98","1788","57.53","91.50","91","57.12"
"215","1723.96","712.58","718.38","42.70","252.46","35.71","94.98","1800","57.43","91.40","91","57.12"
"222.48","1742.91","875.77","878.96","44.82","265.28","38.29","94.98","1807","57.34","91.30","91","57.12"
"221.87","1731.93","637.59","610.57","39.74","262.07","38.58","94.98","1820","57.04","91.20","91","57.12"
"219.27","1708.95","709.78","755.79","40.71","257.57","39.50","94.67","1830","56.85","91","90","57.12"
"202.94","1648.98","493.57","454.49","37.04","234.68","40.51","90.65","1827","56.75","91","90","57.12"
"186.08","1415.97","337.58","293.98","33.85","207.14","41.33","94.89","1810","56.26","90.90","90","57.02"
"165.18","1246.97","336.80","346.68","33.97","183.26","41.81","94.98","1792","55.91","90.90","90","57.02"
"155.57","1178.94","335.61","337.99","34.04","172.35","41.90","94.98","1753","55.62","90.80","90","56.92"
"143.97","1150.93","348.10","351.09","34.43","159.76","41.76","94.98","1655","55.52","90.70","90","56.82"
