"Воздушная масса: Заданное значение[kg/h]","Давление заряда воздуха, фактическое[mbar]","Давление магистрали, уставка[бар]","Действительное давление в рейке[bar]","Клапан регулировки давления в рейке , активация[%]","Масса воздуха[кг/ч]","Подача активации управляющего клапана [%]","Регулятор нагнетаемого давления , активация[%]","Скорость вращения двигателя[об/мин]","Температура воздуха на впуске[degree C]","Температура двигателя[degree C]","Температура охлаждающей жидкости[degree C]","Температура топлива[degree C]"
"223.24","1609.98","812.18","828.39","43.93","262.38","38.73","94.98","2058","58.02","89.60","89","58.54"
"221.87","1543.97","346.87","360.01","34.08","241.63","42.33","86.07","2049","58.02","89.70","89","58.54"
"169.83","1297.96","339.69","333.5","34.08","178.45","41.51","94.98","1516","58.02","89.80","90","58.44"
"111.47","1178.94","311.39","322.46","33.61","123.83","42.38","94.86","1335","57.73","90","90","58.44"
"95.67","1109.91","306.48","293.98","33.59","103.76","42.03","94.98","1179","57.73","90.10","90","58.34"
"87.13","1075.94","341.86","353.35","34.54","95.37","42.39","94.98","1097","57.73","90.20","90","58.25"
"84.23","1049.94","314.42","348.98","34.13","92.24","41.33","94.71","1165","57.73","90.30","90","58.15"
"92.55","1092.97","513.59","485.29","39.17","106.05","39.55","94.98","1188","57.73","90.40","90","58.15"
"106.66","1188.92","580.19","568.79","39.61","121.16","39.53","94.98","1267","57.73","90.50","90","58.15"
"119.78","1259.97","601.06","573.29","40.13","136.80","39.47","94.98","1317","57.73","90.50","90","58.15"
"155.34","1317.92","680.06","645.87","41.67","201.95","38.83","94.98","1801","57.73","90.50","90","58.25"
"192.19","1490.96","733.36","744.76","39.04","225.53","46.01","70.26","1760","57.83","90.50","90","58.25"
"187.53","1413.96","437.68","395.07","37.40","209.73","40.46","91.56","1829","57.73","90.40","90","58.25"
"166.86","1355.91","668.25","665.57","41.62","189.67","38.46","94.98","1672","57.73","90.40","90","58.25"
"200.96","1490.96","747.19","771.27","42.51","231.63","39.10","94.98","1930","58.02","90.40","90","58.25"
"219.2","1592.95","800.09","804.18","43.94","256.20","38.20","94.98","2013","58.12","90.40","90","58.34"
"222.63","1633.96","381.29","566.68","22.70","267.57","39.42","86.35","2024","58.22","90.50","90","58.34"
"184.79","1325.98","337.30","326.92","34.25","192.95","41.36","94.98","1662","58.02","90.50","90","58.34"
"112.15","1214.92","309.87","302.7","33.50","119.17","41.70","94.98","1225","57.73","90.50","90","58.25"
"90.26","1124.92","313.09","326.92","33.75","95.37","41.96","94.98","1007","57.73","90.50","90","58.25"
"87.28","1071.91","313.59","320.4","33.98","91.10","41.92","94.98","943","57.53","90.60","90","58.15"
"79.04","1041.98","314.19","309.28","33.99","87.13","42.08","94.98","931","57.53","90.70","90","58.05"
"58.44","1032.91","328.02","333.5","34.39","76.14","41.16","94.98","1082","57.34","90.80","90","58.05"
"124.13","1098.92","605.87","610.57","40.83","155.34","38.84","94.98","1746","57.53","90.80","90","58.05"
"165.56","1368.92","697.88","696.46","41.97","190.89","39.34","94.98","1655","57.73","90.90","90","58.05"
"186.08","1494.99","734.28","724.99","42.69","220.34","38.51","94.98","1756","58.02","90.90","90","58.15"
"205.54","1573.9","719.57","768.97","43.20","250.17","38.83","94.98","1889","58.22","90.80","90","58.25"
"227.89","1618.95","815.57","819.56","44.15","285.34","38.29","94.98","2159","58.51","90.80","90","58.25"
"261.77","1637.99","880.98","885.56","45.56","327.38","37.82","94.98","2421","58.86","90.80","90","58.25"
"295.19","1661.98","997.84","999.86","47.96","377.13","36.93","94.67","2697","59.15","90.90","91","58.34"
"301.44","1519.98","618.51","535.79","41.81","362.63","35.35","94.98","2848","59.64","91","91","58.44"
"221.79","1727.99","782.99","898.8","29.03","265.35","50.89","86.36","1894","60.03","91.20","91","58.44"
"186.08","1417.99","335.38","320.4","33.88","201.27","41.96","94.98","1590","59.84","91.40","91","58.34"
"108.87","1282.95","313.50","311.48","33.61","109.18","41.99","94.98","994","59.74","91.60","91","58.34"
"75.76","1135.91","315.01","326.92","33.87","82.17","42.46","94.98","774","59.64","91.80","92","58.15"
"59.89","1064.96","315.01","324.71","34.09","67.44","42.43","94.98","724","59.35","91.90","92","58.15"
"57.83","1028.98","315.01","315.88","33.98","70.95","42.72","94.98","781","59.15","92.10","92","58.15"
"60.2","1015.97","315.01","313.68","33.95","66.38","42.46","94.98","761","59.05","92.30","92","58.05"
"58.67","1007.92","316.21","313.68","34.14","76.07","41.36","94.93","1080","58.96","92.40","92","58.05"
"82.93","1039.96","357.16","355.46","35.18","95.67","40.59","94.47","1218","59.15","92.50","92","58.05"
"119.48","1133.99","418.19","520.4","35.96","120.47","41.64","93.12","1189","59.35","92.60","92","58.05"
"103.68","1182.97","397.41","370.9","35.35","116.20","40.59","93.24","1287","59.64","92.60","92","58.05"
"108.19","1175.92","378.17","373.1","35.34","121.16","40.61","93.47","1347","59.64","92.50","92","58.05"
"112.69","1178.94","381.20","381.88","35.44","126.73","40.45","92.90","1390","59.74","92.50","92","58.05"
"112.23","1182.97","349.30","331.29","34.53","125.96","40.62","92.65","1384","59.84","92.50","92","58.05"
"112.69","1169.97","372.18","381.88","35.25","127.34","40.56","94.98","1415","59.94","92.40","92","58.05"
"133.9","1220.96","633.18","652.47","40.73","154.73","39.34","94.98","1565","60.03","92.30","92","58.05"
"166.48","1383.93","683.27","663.37","41.87","202.18","38.73","94.98","1792","60.52","92.30","92","58.15"
"204.7","1517.97","762.04","771.27","43.30","250.48","38.35","94.98","2020","60.92","92.40","92","58.15"
"238.96","1584.98","824.26","823.99","44.60","297.47","37.93","94.98","2278","61.21","92.50","92","58.25"
"270.39","1622.98","907.58","911.98","46.24","337.38","37.52","94.98","2524","61.75","92.50","92","58.25"
"290.76","1669.94","917.37","911.98","44.86","330.66","41.79","82.67","2001","62.34","92.50","92","58.34"
"229.72","1740.99","827.48","845.96","44.51","276.26","37.43","54.72","1935","62.53","92.60","92","58.34"
"195.54","1481.98","338.59","331.29","33.92","217.67","42.23","94.98","1820","62.44","92.70","92","58.34"
"142.6","1282.95","470.68","414.88","38.84","169.30","36.21","94.98","1671","62.34","92.90","93","58.25"
"190.28","1432.91","344.07","340.17","27.08","206.00","40.86","93.60","1797","62.53","93.10","93","58.25"
"158.85","1242.94","335.19","315.88","34.32","175.94","41.61","94.98","1696","62.34","93.30","93","58.25"
"133.06","1173.91","322.60","335.7","34.05","143.89","42.33","94.98","1489","62.14","93.40","93","58.15"
"110.25","1139.94","346.27","360.01","34.75","119.55","42.50","94.93","1318","62.04","93.50","93","58.05"
"93.54","1107.99","349.39","331.29","34.78","102.39","42.03","94.98","1154","62.04","93.50","93","58.05"
"83.77","1075.94","349.89","355.46","34.78","90.49","41.95","94.98","990","62.04","93.50","93","57.85"
"70.95","1049.94","315.01","326.92","33.98","71.03","42.70","94.98","718","61.75","93.50","93","57.76"
"58.59","1024.95","315.01","315.88","34.09","65.69","42.03","94.98","754","61.65","93.40","93","57.85"
"56.84","1011.95","315.01","315.88","33.92","63.63","42.35","94.98","719","61.36","93.40","93","57.85"
"60.04","994.92","354.68","340.17","35.43","84.84","38.61","94.98","1343","61.21","93.50","93","57.85"
"135.42","1133.99","641.99","652.47","41.37","167.47","38.79","94.98","1780","61.46","93.50","93","57.85"
"151.75","1381.92","553.58","531.48","39.02","179.45","40.28","94.82","1647","62.04","93.50","93","58.05"
"155.49","1389.97","372.69","388.46","35.04","166.86","41.01","90.57","1525","62.04","93.40","93","58.05"
"155.95","1308.95","538.77","542.46","38.26","176.47","42.38","87.34","1543","62.04","93.40","93","58.05"
"144.73","1325.98","327.88","344.57","33.71","163.04","41.67","93.73","1539","62.34","93.30","93","58.05"
"130.16","1193.96","320.49","302.7","33.81","142.06","41.90","94.98","1449","62.14","93.30","93","58.15"
"99.26","1143.97","307.17","304.96","33.72","104.52","42.16","94.98","1098","62.14","93.40","93","58.05"
"77.36","1088.94","315.01","320.4","33.98","83.39","42.51","94.98","829","62.14","93.50","93","58.05"
"63.63","1037.95","339.00","333.5","34.94","83.39","40.85","94.82","1136","62.04","93.60","93","57.85"
"95.6","1088.94","389.15","390.67","35.87","108.34","39.54","94.98","1317","62.14","93.70","93","57.85"
"130.08","1169.97","619.89","617.18","41.01","165.56","38.52","94.98","1792","62.44","93.70","93","57.85"
"172.66","1415.97","491.99","502.88","37.40","179.98","40.61","93.45","1588","62.83","93.80","93","58.05"
"150.45","1368.92","423.16","425.87","35.81","165.18","41.27","91.60","1496","62.83","93.80","93","58.05"
"131.07","1278.92","366.77","353.35","35.38","145.57","40.13","94.60","1493","62.83","93.80","93","58.05"
"137.33","1263.99","427.80","450","36.36","147.63","40.77","92.45","1480","62.83","93.70","93","58.05"
"131.53","1259.97","444.61","434.65","36.65","148.93","40.63","91.38","1519","63.03","93.80","93","58.05"
"133.44","1257.95","411.17","410.48","36.04","150.68","40.62","92.18","1554","63.03","93.90","93","58.05"
"152.36","1290","657.86","680.98","41.29","176.24","38.79","94.98","1678","63.12","93.90","94","58.05"
"185.93","1475.94","503.62","531.48","37.85","204.93","40.40","85.92","1846","63.42","94","94","58.15"
"203.33","1455.98","731.38","718.38","41.65","234.23","39.00","94.98","1947","63.61","94","93","58.15"
"189.14","1579.95","810.25","817.27","44.75","237.66","38.60","94.98","2088","63.96","94.10","94","58.15"
"240.25","1635.98","851.69","830.69","45.04","296.48","37.96","87.34","2260","64.25","94.10","94","58.25"
"274.59","1678.92","921.18","920.68","46.28","334.48","41.43","94.98","2328","64.35","94.10","94","58.25"
"218.13","1748.96","916.09","925.17","45.42","252.23","39.75","94.98","1706","64.64","94.10","94","58.34"
"218.36","1750.97","905.65","903.18","45.64","260.85","38.60","94.98","1825","64.74","94.30","94","58.34"
"229.19","1748.96","892.37","889.97","45.35","277.64","38.59","94.98","1938","64.74","94.40","94","58.34"
"239.95","1752.98","888.36","887.68","45.31","294.65","38.31","94.98","2052","64.74","94.60","94","58.34"
"256.2","1763.97","899.30","898.8","45.78","315.86","37.94","94.98","2165","64.94","94.80","95","58.34"
"268.02","1767.91","917.78","920.68","46.05","334.94","37.78","94.98","2273","64.94","95","95","58.44"
"279.85","1772.94","959.69","958.08","47.03","354.39","38.00","94.98","2388","64.94","95.20","95","58.44"
"300.3","1785.94","1005.60","1004.36","47.76","375.37","37.60","94.98","2515","65.04","95.20","95","58.44"
"321.89","1806.91","1089.46","1079.05","49.75","405.74","36.91","94.98","2637","65.23","95.40","95","58.44"
"326.77","1810.94","802.75","753.58","43.24","400.85","38.89","77.34","2690","65.33","95.50","95","58.44"
"261.39","1733.94","922.88","929.55","46.11","317.16","38.37","94.98","2160","65.33","95.60","95","58.44"
"262.07","1795.92","919.48","916.36","46.45","321.58","38.26","94.98","2172","65.33","95.70","95","58.44"
"318.76","1716.91","1163.88","1180.28","52.14","429.39","37.13","94.75","2999","65.33","95.80","95","58.44"
"362.25","1607.96","603.58","562.3","39.44","418.78","38.69","50.51","3005","65.33","95.80","95","58.44"
"276.26","1455.98","585.78","606.19","40.33","280.99","38.33","75.88","2346","65.33","95.90","96","58.44"
"255.13","1656.94","833.46","863.6","45.28","316.78","37.51","94.98","2245","65.33","96","96","58.44"
"223.47","1744.93","887.86","903.18","45.82","268.56","38.88","94.98","1841","65.33","96","95","58.34"
"226.6","1757.93","877.98","878.96","45.44","275.88","38.60","94.98","1885","65.23","95.90","95","58.34"
"231.1","1761.96","877.79","872.38","45.71","291.14","37.97","94.98","2145","64.94","95.90","95","58.34"
"292.74","1693.93","977.76","988.97","47.68","361.64","37.55","94.98","2507","64.64","95.90","95","58.34"
"309.83","1774.96","1038.96","1037.27","48.43","371.86","39.07","94.98","2335","64.64","95.80","95","58.34"
"249.79","1810.94","922.46","911.98","45.66","306.63","38.82","94.98","2020","64.55","95.70","95","58.34"
"249.64","1804.99","914.66","918.56","45.94","308.38","38.35","94.98","2048","64.35","95.70","95","58.44"
"251.16","1802.97","907.99","898.8","45.98","309.38","38.33","94.98","2078","64.15","95.70","95","58.44"
"255.05","1791.99","906.75","909.78","46.06","315.25","37.80","94.98","2111","63.86","95.70","95","58.34"
"260.78","1797.94","917.97","920.68","46.48","322.58","38.03","94.98","2153","63.61","95.70","95","58.34"
"264.67","1793.91","934.18","934","45.92","328.45","58.44","51.28","2159","63.42","95.70","95","58.34"
"231.25","1733.94","597.84","590.9","39.70","258.87","40.10","84.98","1826","63.12","95.60","95","58.34"
"195.54","1648.98","498.20","502.88","35.05","226.83","50.27","85.93","1700","62.73","95.60","95","58.34"
"168.84","1376.97","333.50","291.71","34.32","190.43","40.95","94.98","1722","62.14","95.50","95","58.25"
"151.29","1225.91","332.30","335.7","34.43","169.83","41.55","94.98","1699","61.65","95.50","95","58.25"
