"Воздушная масса: Заданное значение[kg/h]","Давление заряда воздуха, фактическое[mbar]","Давление магистрали, уставка[бар]","Действительное давление в рейке[bar]","Клапан регулировки давления в рейке , активация[%]","Масса воздуха[кг/ч]","Подача активации управляющего клапана [%]","Регулятор нагнетаемого давления , активация[%]","Скорость вращения двигателя[об/мин]","Температура воздуха на впуске[degree C]","Температура двигателя[degree C]","Температура охлаждающей жидкости[degree C]","Температура топлива[degree C]"
"56.15","989.97","315.01","315.88","32.77","63.17","42.19","94.98","720","50.62","85.40","85","58.15"
"56.69","989.97","315.01","311.48","32.92","63.17","41.91","94.98","720","50.72","85.50","85","58.05"
"56.53","989.97","315.01","311.48","32.82","62.94","42.23","94.98","721","50.81","85.50","85","58.05"
"56.99","989.97","315.01","315.88","32.79","63.10","42.37","94.98","720","50.81","85.50","85","58.05"
"56.15","989.97","315.01","313.68","32.93","63.10","42.14","94.98","720","50.81","85.50","85","57.85"
"56.08","989.97","315.01","315.88","32.97","63.10","42.06","94.98","718","50.81","85.60","85","57.85"
"56.46","989.97","315.01","315.88","32.79","62.94","41.97","94.98","721","50.91","85.60","85","57.76"
"56.53","989.97","315.01","315.88","32.80","62.87","42.18","94.98","718","50.91","85.60","85","57.76"
"57.07","989.97","315.01","315.88","32.82","62.87","42.10","94.98","718","51.06","85.60","85","57.76"
"56.46","989.97","315.01","318.06","32.92","62.94","42.09","94.98","719","51.06","85.60","85","57.66"
"57.45","989.97","315.01","311.48","32.92","62.87","42.19","94.98","720","51.06","85.60","85","57.66"
"56.38","989.97","315.01","313.68","32.79","63.10","42.24","94.98","719","51.26","85.60","85","57.56"
"56.76","989.97","315.01","315.88","32.87","63.10","42.02","94.98","719","51.26","85.70","85","57.56"
"56.46","989.97","315.01","315.88","32.83","62.94","41.98","94.98","720","51.26","85.70","85","57.56"
"56.38","989.97","315.01","318.06","32.88","63.10","42.21","94.98","719","51.35","85.80","85","57.41"
"56.53","989.97","315.01","315.88","32.87","62.94","42.31","94.98","718","51.35","85.80","85","57.41"
"56.84","989.97","315.01","311.48","32.92","62.94","42.08","94.98","721","51.45","85.80","85","57.31"
"56.46","989.97","315.01","318.06","32.92","62.87","42.21","94.98","718","51.45","85.80","85","57.21"
"56.46","989.97","315.01","315.88","32.88","62.94","42.27","94.98","719","51.45","85.90","85","57.21"
"56.76","989.97","315.01","313.68","32.82","63.17","42.35","94.98","718","51.55","85.90","85","57.12"
"57.14","989.97","315.01","313.68","32.83","62.87","41.99","94.98","723","51.55","85.90","85","57.12"
"56.76","989.97","315.01","315.88","32.93","62.79","41.89","94.98","718","51.55","85.90","85","57.12"
"56.53","989.97","315.01","313.68","32.92","63.17","42.02","94.98","722","51.55","85.90","85","57.12"
"56.84","989.97","315.01","311.48","32.88","62.64","42.04","94.98","717","51.65","85.90","85","57.02"
"56.23","989.97","315.01","315.88","32.94","63.17","42.05","94.98","718","51.65","85.90","85","57.02"
"56.46","987.96","315.01","313.68","32.93","62.94","42.15","94.98","718","51.75","85.90","85","56.92"
"55.85","989.97","315.01","318.06","32.88","63.10","42.09","94.98","720","51.75","86","86","56.92"
"57.45","987.96","315.01","318.06","32.83","62.94","42.32","94.98","720","51.75","86","86","56.92"
"56.15","989.97","315.01","315.88","32.80","62.87","42.28","94.98","720","51.75","86.10","86","56.82"
"56.99","989.97","315.01","311.48","32.97","63.10","42.19","94.98","720","51.84","86.10","86","56.82"
"56.15","989.97","315.01","313.68","32.88","62.79","42.21","94.98","719","51.84","86.10","86","56.63"
"57.14","989.97","315.01","313.68","32.83","62.94","42.23","94.98","723","51.84","86.20","86","56.63"
"56.84","989.97","315.01","315.88","32.81","62.87","42.07","94.98","719","52.04","86.20","86","56.63"
"56.08","989.97","315.01","313.68","32.88","62.49","41.98","94.98","720","52.04","86.30","86","56.53"
"56.76","987.96","315.01","315.88","32.93","62.94","42.13","94.98","719","52.04","86.30","86","56.53"
"56.08","989.97","315.01","313.68","32.88","62.64","42.04","94.98","719","52.14","86.30","86","56.53"
"56.84","989.97","315.01","315.88","32.80","62.94","42.39","94.98","718","52.14","86.30","86","56.43"
"56.38","987.96","315.01","313.68","32.83","62.94","42.23","94.98","719","52.24","86.30","86","56.43"
"56.53","989.97","315.01","311.48","32.84","63.10","42.01","94.98","719","52.24","86.30","86","56.43"
"56.38","987.96","315.01","315.88","32.88","62.64","42.07","94.98","719","52.24","86.30","86","56.43"
"56.53","989.97","315.01","315.88","32.88","62.79","42.16","94.98","723","52.24","86.30","86","56.33"
"56.99","989.97","315.01","313.68","32.84","63.10","42.24","94.98","718","52.24","86.40","86","56.33"
"56.38","987.96","315.01","315.88","32.81","62.64","42.12","94.98","720","52.33","86.40","86","56.33"
"56.69","989.97","315.01","315.88","32.98","62.79","42.19","94.98","719","52.33","86.40","86","56.23"
"57.07","989.97","315.01","311.48","32.94","62.87","42.10","94.98","718","52.43","86.40","86","56.23"
"55.24","987.96","315.01","313.68","32.88","62.87","42.19","94.98","720","52.43","86.50","86","56.23"
"56.69","987.96","315.01","315.88","32.94","62.94","42.26","94.98","721","52.43","86.50","86","56.23"
"57.14","987.96","315.01","315.88","32.83","62.94","42.19","94.98","718","52.43","86.60","86","56.23"
"55.85","987.96","315.01","318.06","32.80","62.79","42.31","94.98","717","52.53","86.60","86","56.23"
"57.07","985.95","315.01","318.06","32.94","62.79","42.04","94.98","717","52.53","86.60","86","56.14"
"56.99","987.96","315.01","315.88","32.84","62.79","42.29","94.98","723","52.53","86.60","86","56.14"
"55.7","987.96","315.01","311.48","32.94","62.79","42.01","94.98","720","52.73","86.60","86","56.14"
"56.69","987.96","315.01","315.88","32.80","62.87","42.18","94.98","719","52.73","86.60","86","56.14"
"56.08","989.97","315.01","313.68","32.83","62.56","42.34","94.98","719","52.73","86.60","86","56.04"
"55.92","985.95","315.01","311.48","32.89","62.87","42.05","94.98","719","52.73","86.60","86","56.04"
"56.15","989.97","315.01","313.68","32.98","62.87","42.08","94.98","717","52.82","86.70","86","56.04"
"56.46","985.95","315.01","309.28","32.97","63.10","42.04","94.98","718","52.82","86.70","86","56.04"
"56.23","985.95","315.01","318.06","32.83","62.64","42.38","94.98","719","52.82","86.70","86","56.04"
"56.53","987.96","315.01","313.68","32.80","62.56","42.10","94.98","721","52.92","86.70","86","56.04"
"56.69","987.96","315.01","318.06","32.81","62.56","42.16","94.98","716","52.92","86.80","86","56.04"
"56.38","989.97","315.01","313.68","32.83","62.56","42.11","94.98","725","52.92","86.80","86","56.04"
"56.08","987.96","315.01","313.68","32.84","62.87","41.89","94.98","721","52.92","86.90","86","56.04"
"56.38","989.97","315.01","315.88","32.83","62.79","42.19","94.98","718","53.02","86.90","86","56.04"
"55.77","987.96","315.01","315.88","32.80","62.64","42.26","94.98","720","53.02","86.90","86","56.04"
"56.15","987.96","315.01","315.88","32.81","62.56","42.21","94.98","721","53.02","86.90","86","56.04"
"56.08","985.95","315.01","311.48","32.94","62.56","42.07","94.98","722","53.12","86.90","86","56.04"
"56.08","987.96","315.01","313.68","32.94","62.56","42.24","94.98","720","53.12","86.90","86","56.04"
"56.46","989.97","315.01","313.68","32.93","62.64","42.05","94.98","719","53.12","86.90","86","56.04"
"55.92","985.95","315.01","313.68","32.88","62.87","42.21","94.98","719","53.12","86.90","87","55.94"
"56.76","985.95","315.01","318.06","32.84","62.56","42.11","94.98","720","53.22","87","87","56.04"
"56.84","987.96","315.01","315.88","32.84","62.26","42.16","94.98","719","53.22","87.10","87","56.04"
"56.69","987.96","315.01","313.68","32.89","62.64","42.19","94.98","721","53.22","87.10","87","55.94"
"55.77","987.96","315.01","318.06","32.94","62.87","42.14","94.98","722","53.31","87.10","87","55.94"
"55.85","987.96","315.01","313.68","32.81","62.64","42.27","94.98","722","53.51","87.10","87","55.94"
"55.77","989.97","315.01","313.68","32.83","62.33","42.15","94.98","720","53.31","87.10","87","55.94"
"56.23","985.95","315.01","315.88","32.81","62.79","42.24","94.98","721","53.51","87.10","87","55.94"
"56.38","985.95","315.01","315.88","32.95","62.64","42.07","94.98","721","53.51","87.20","87","55.94"
"56.15","987.96","315.01","313.68","32.89","62.56","42.06","94.98","717","53.51","87.20","87","55.94"
"56.46","985.95","315.01","318.06","32.81","62.56","42.56","94.98","719","53.51","87.20","87","55.94"
"56.69","985.95","315.01","313.68","32.81","62.56","42.21","94.98","720","53.66","87.20","87","55.84"
"55.7","985.95","315.01","313.68","32.81","62.64","42.39","94.98","718","53.66","87.20","87","55.84"
"56.08","987.96","315.01","315.88","32.84","62.64","42.28","94.98","717","53.66","87.20","87","55.84"
"56.38","987.96","315.01","313.68","32.94","62.49","42.19","94.98","720","53.66","87.20","87","55.84"
"55.54","987.96","315.01","315.88","32.81","62.49","42.05","94.98","724","53.66","87.20","87","55.84"
"56.46","985.95","315.01","315.88","32.84","62.49","42.03","94.98","720","53.66","87.20","87","55.84"
"56.38","985.95","315.01","311.48","32.85","62.64","42.21","94.98","716","53.76","87.30","87","55.84"
"55.54","987.96","315.01","311.48","32.85","62.64","42.03","94.98","723","53.76","87.40","87","55.84"
"56.23","985.95","315.01","315.88","32.82","62.64","42.09","94.98","719","53.85","87.40","87","55.84"
"55.16","987.96","315.01","311.48","32.82","62.03","42.23","94.98","720","53.85","87.40","87","55.84"
"56.23","985.95","315.01","311.48","32.82","62.56","42.21","94.98","720","53.85","87.40","87","55.84"
"56.23","985.95","315.01","311.48","32.85","62.26","42.11","94.98","719","53.85","87.40","87","55.84"
"56.38","987.96","315.01","318.06","32.89","62.87","42.11","94.98","721","53.85","87.50","87","55.84"
"56.38","987.96","315.01","318.06","32.82","62.26","42.11","94.98","718","53.95","87.50","87","55.84"
"56.99","985.95","315.01","313.68","32.85","62.56","42.39","94.98","719","53.95","87.50","87","55.74"
"56.08","985.95","315.01","315.88","32.82","62.33","42.40","94.98","720","53.95","87.50","87","55.74"
"56.53","985.95","315.01","315.88","33.00","62.26","41.94","94.98","720","54.05","87.50","87","55.74"
"56.08","985.95","315.01","318.06","32.85","62.56","42.06","94.98","718","54.05","87.50","87","55.74"
"56.08","985.95","315.01","318.06","32.95","62.33","42.21","94.98","721","54.05","87.50","87","55.55"
"56.23","985.95","315.01","313.68","32.99","62.26","41.90","94.98","719","54.05","87.50","87","55.55"
"55.7","985.95","315.01","318.06","32.86","62.56","42.21","94.98","720","54.25","87.50","87","55.55"
"56.23","985.95","315.01","318.06","32.82","62.26","42.24","94.98","717","54.25","87.50","87","55.55"
"55.92","985.95","315.01","318.06","32.91","62.49","42.18","94.98","718","54.25","87.60","87","55.55"
"57.37","985.95","315.01","313.68","32.87","62.79","42.09","94.98","723","54.25","87.60","87","55.45"
"56.38","985.95","315.01","311.48","32.91","62.49","41.96","94.98","718","54.25","87.70","87","55.45"
"56.38","987.96","315.01","313.68","32.91","62.26","42.05","94.98","718","54.35","87.70","87","55.35"
"56.08","985.95","315.01","318.06","32.73","62.26","42.23","94.98","719","54.35","87.70","87","55.35"
"55.85","985.95","315.01","311.48","32.86","62.33","42.14","94.98","721","54.35","87.70","87","55.35"
"56.69","985.95","315.01","313.68","32.91","62.26","42.24","94.98","719","54.35","87.80","87","55.25"
"56.46","985.95","315.01","311.48","32.91","62.49","42.06","94.98","719","54.35","87.80","87","55.25"
"55.77","985.95","315.01","320.4","32.82","62.56","42.19","94.98","724","54.44","87.90","87","55.16"
"56.53","985.95","315.01","315.88","32.85","62.49","42.13","94.98","724","54.44","87.90","87","55.16"
"56.53","985.95","315.01","315.88","32.77","62.03","42.08","94.98","717","54.44","87.90","87","55.06"
"56.08","985.95","315.01","318.06","32.77","62.49","42.03","94.98","719","54.54","87.90","87","55.06"
"56.23","985.95","315.01","315.88","32.86","62.49","41.90","94.98","718","54.54","87.90","87","54.96"
"56.69","985.95","315.01","318.06","32.90","62.49","41.99","94.98","719","54.54","87.90","87","54.96"
"55.54","985.95","315.01","318.06","32.84","62.49","41.93","94.98","722","54.54","87.90","87","54.96"
"55.85","985.95","315.01","320.4","32.71","62.79","42.06","94.98","721","54.54","87.90","87","54.81"
"56.69","985.95","315.01","313.68","32.82","62.33","42.19","94.98","721","54.54","87.90","87","54.71"
"56.15","985.95","315.01","315.88","32.85","62.49","42.23","94.98","717","54.64","87.90","88","54.81"
"56.84","985.95","315.01","313.68","32.82","62.64","42.13","94.98","720","54.64","88","88","54.71"
"55.54","985.95","315.01","313.68","32.71","62.49","42.18","94.98","720","54.64","88","88","54.71"
"55.77","985.95","315.01","315.88","32.77","62.49","42.23","94.98","722","54.64","88","88","54.62"
"56.38","985.95","315.01","313.68","32.82","62.33","42.30","94.98","721","54.74","88","88","54.52"
"55.92","985.95","315.01","313.68","32.82","62.33","41.85","94.98","717","54.74","88","88","54.52"
"56.46","985.95","315.01","315.88","32.77","62.33","42.03","94.98","718","54.74","88","88","54.52"
"55.92","985.95","315.01","315.88","32.77","62.33","42.19","94.98","722","54.74","88.10","88","54.52"
"55.85","985.95","315.01","313.68","32.71","62.87","42.01","94.98","718","54.74","88.10","88","54.32"
"56.46","985.95","315.01","315.88","32.82","62.49","42.04","94.98","717","54.74","88.20","88","54.32"
"56.46","985.95","315.01","315.88","32.82","62.56","42.11","94.98","717","54.84","88.20","88","54.22"
"56.15","985.95","315.01","311.48","32.77","62.33","42.14","94.98","716","54.84","88.20","88","54.22"
"55.85","985.95","315.01","315.88","32.73","62.49","41.81","94.98","722","54.84","88.20","88","54.22"
"56.38","985.95","315.01","315.88","32.82","62.18","42.10","94.98","724","54.84","88.20","88","54.13"
"56.15","985.95","315.01","315.88","32.86","62.56","42.06","94.98","719","55.03","88.20","88","54.13"
"56.08","985.95","315.01","313.68","32.82","62.26","42.15","94.98","719","54.84","88.20","88","54.03"
"56.15","985.95","315.01","313.68","32.73","62.18","42.30","94.98","721","55.03","88.20","88","54.03"
"56.15","985.95","315.01","313.68","32.77","62.26","41.90","94.98","720","55.03","88.20","88","54.03"
"56.46","985.95","315.01","313.68","32.86","62.26","41.89","94.98","721","55.03","88.20","88","53.93"
"55.85","985.95","315.01","318.06","32.82","62.49","42.12","94.98","723","55.03","88.30","88","53.93"
"56.23","985.95","315.01","313.68","32.83","62.33","42.13","94.98","719","55.13","88.30","88","53.83"
"55.54","985.95","315.01","313.68","32.88","62.26","42.02","94.98","724","55.13","88.30","88","53.83"
"55.24","985.95","315.01","318.06","32.75","62.26","42.03","94.98","718","55.13","88.30","88","53.83"
"56.23","985.95","315.01","318.06","32.79","62.49","41.92","94.98","718","55.13","88.30","88","53.73"
"55.7","985.95","315.01","315.88","32.87","62.33","42.14","94.98","719","55.13","88.30","88","53.73"
"55.85","985.95","315.01","318.06","32.87","62.26","42.19","94.98","720","55.23","88.30","88","53.73"
"55.7","985.95","315.01","315.88","32.79","62.26","42.21","94.98","721","55.23","88.40","88","53.64"
"56.15","985.95","315.01","313.68","32.75","62.33","42.05","94.98","719","55.23","88.40","88","53.64"
"56.53","985.95","315.01","313.68","32.79","62.33","42.33","94.98","719","55.23","88.50","88","53.64"
"56.53","985.95","315.01","313.68","32.84","62.26","41.95","94.98","719","55.23","88.50","88","53.54"
"56.84","985.95","315.01","318.06","32.84","62.18","42","94.98","722","55.23","88.50","88","53.54"
"56.08","985.95","315.01","311.48","32.80","62.03","42.10","94.98","724","55.23","88.50","88","53.54"
"55.77","985.95","315.01","315.88","32.83","62.18","42.28","94.98","722","55.33","88.50","88","53.44"
"56.15","985.95","315.01","318.06","32.80","62.03","42.06","94.98","720","55.33","88.50","88","53.44"
"56.08","985.95","315.01","318.06","32.88","62.26","42","94.98","718","55.33","88.50","88","53.44"
"56.46","985.95","315.01","318.06","32.93","62.26","42.08","94.98","719","55.33","88.50","88","53.44"
"55.47","985.95","315.01","318.06","32.75","62.26","42.13","94.98","722","55.33","88.50","88","53.44"
"55.85","985.95","315.01","315.88","32.69","62.33","42.40","94.98","720","55.42","88.60","88","53.34"
"55.39","985.95","315.01","318.06","32.75","62.26","42.19","94.98","719","55.42","88.60","88","53.24"
"56.15","985.95","315.01","311.48","32.80","62.26","42.14","94.98","721","55.42","88.70","88","53.24"
"56.08","985.95","315.01","313.68","32.84","62.33","41.88","94.98","720","55.42","88.70","88","53.15"
"55.47","985.95","315.01","315.88","32.83","62.79","42.14","94.98","724","55.42","88.70","88","53.15"
"55.54","985.95","315.01","311.48","32.83","62.18","42.24","94.98","720","55.42","88.70","88","53.15"
"56.23","985.95","315.01","315.88","32.79","62.26","42.27","94.98","721","55.42","88.70","88","53.15"
"56.69","985.95","315.01","315.88","32.83","62.26","42.36","94.98","721","55.42","88.70","88","53.05"
"55.16","985.95","315.01","315.88","32.80","62.18","42.11","94.98","720","55.52","88.80","88","53.05"
"56.38","985.95","315.01","313.68","33.02","62.18","42.33","94.98","713","55.52","88.80","88","52.95"
"56.38","985.95","315.01","315.88","32.84","62.87","41.81","94.98","723","55.52","88.80","88","52.95"
"56.08","985.95","315.01","313.68","32.79","62.26","42.07","94.98","720","55.52","88.80","88","52.95"
"55.77","985.95","315.01","313.68","32.75","62.26","42.01","94.98","718","55.62","88.80","88","52.85"
"56.15","985.95","315.01","315.88","32.84","62.18","41.98","94.98","721","55.62","88.80","88","52.85"
"55.92","985.95","315.01","313.68","32.84","62.26","42.19","94.98","718","55.62","88.80","88","52.75"
"55.77","985.95","315.01","315.88","32.75","62.33","42.18","94.98","719","55.62","88.80","88","52.75"
"55.92","985.95","315.01","315.88","32.75","62.26","42.09","94.98","718","55.62","88.80","88","52.75"
"55.7","985.95","315.01","313.68","32.80","62.33","42.19","94.98","720","55.62","88.80","88","52.75"
"55.92","985.95","315.01","318.06","32.84","62.26","41.85","94.98","721","55.62","88.80","88","52.65"
"56.15","985.95","315.01","315.88","32.80","62.18","42.05","94.98","721","55.62","88.80","89","52.65"
"55.47","985.95","315.01","311.48","32.84","62.56","42.13","94.98","722","55.62","88.90","89","52.56"
"56.08","985.95","315.01","313.68","32.88","62.26","41.97","94.98","720","55.82","88.90","89","52.56"
"55.77","985.95","315.01","311.48","32.79","62.26","42.14","94.98","719","55.82","89","89","52.56"
"55.85","985.95","315.01","315.88","32.84","62.26","42.07","94.98","717","55.82","89","89","52.46"
"55.85","985.95","315.01","313.68","32.80","62.26","41.96","94.98","721","55.82","89","89","52.31"
"55.92","985.95","315.01","311.48","32.85","62.18","42.01","94.98","719","55.91","89","89","52.31"
"56.15","985.95","315.01","313.68","32.84","62.26","41.87","94.98","720","55.82","89","89","52.31"
"55.7","985.95","315.01","315.88","32.80","62.18","41.83","94.98","720","55.91","89","89","52.31"
"56.23","985.95","315.01","313.68","32.84","62.26","41.89","94.98","721","55.91","89","89","52.11"
"55.7","985.95","315.01","313.68","32.80","62.33","42.15","94.98","722","55.91","89.10","89","52.11"
"55.85","985.95","315.01","311.48","32.88","62.33","42.08","94.98","715","55.91","89","89","52.02"
"56.08","985.95","315.01","313.68","32.88","62.56","41.85","94.98","723","55.91","89.10","89","52.02"
"55.77","985.95","315.01","311.48","32.88","62.18","42.01","94.98","722","55.91","89.10","89","52.02"
"56.46","985.95","315.01","311.48","32.84","62.03","42.04","94.98","721","55.91","89.10","89","52.02"
"55.85","985.95","315.01","315.88","32.80","62.33","41.95","94.98","720","55.91","89.10","89","51.92"
"55.39","985.95","315.01","313.68","32.85","62.33","42.07","94.98","719","56.01","89.10","89","51.92"
"55.24","985.95","315.01","313.68","32.84","62.56","41.95","94.98","721","56.01","89.10","89","51.82"
"55.47","985.95","315.01","318.06","32.88","62.03","41.99","94.98","720","56.01","89.10","89","51.82"
"56.23","985.95","315.01","318.06","32.80","61.80","41.97","94.98","719","56.01","89.10","89","51.82"
"55.16","985.95","315.01","318.06","32.81","61.34","42.26","94.98","707","56.01","89.10","89","51.72"
"53.25","985.95","315.01","315.88","32.89","61.65","41.93","94.98","720","56.01","89.10","89","51.72"
"54.78","989.97","315.01","315.88","32.84","61.19","41.99","94.98","721","56.01","89.20","89","51.62"
"54.4","989.97","315.01","313.68","32.84","60.65","41.86","94.98","719","56.16","89.20","89","51.62"
"54.25","992.99","315.01","313.68","32.80","61.04","42.03","94.98","722","56.16","89.30","89","51.62"
"54.63","992.99","315.01","315.88","32.85","61.19","41.91","94.98","719","56.16","89.30","89","51.62"
"54.55","994.92","315.01","318.06","32.85","60.88","41.94","94.98","721","56.16","89.30","89","51.53"
"54.55","992.99","315.01","318.06","32.81","61.26","41.91","94.98","719","56.16","89.30","89","51.53"
"54.55","994.92","315.01","315.88","32.94","60.96","41.83","94.98","722","56.16","89.30","89","51.43"
"54.4","992.99","315.01","313.68","32.85","61.49","42.03","94.98","719","56.16","89.30","89","51.43"
"54.78","992.99","315.01","315.88","32.80","61.04","41.81","94.98","722","56.16","89.40","89","51.43"
"54.4","994.92","315.01","320.4","32.75","60.73","41.90","94.98","718","56.16","89.40","89","51.33"
"54.93","994.92","315.01","315.88","32.85","60.88","41.80","94.98","721","56.16","89.40","89","51.33"
"54.63","994.92","315.01","313.68","32.84","60.88","41.86","94.98","730","56.16","89.40","89","51.33"
"56.23","994.92","315.01","318.06","32.75","63.17","42.05","94.98","742","56.16","89.40","89","51.23"
"55.92","996.93","315.01","315.88","32.81","62.18","41.79","94.98","727","56.26","89.40","89","51.23"
"54.55","994.92","315.01","313.68","32.94","61.19","41.66","94.98","721","56.26","89.50","89","51.23"
"55.16","994.92","315.01","313.68","32.89","61.26","41.63","94.98","722","56.26","89.60","89","51.13"
"55.54","994.92","315.01","318.06","32.89","61.26","41.96","94.98","719","56.26","89.60","89","51.13"
"53.86","992.99","315.01","315.88","32.84","61.34","41.81","94.98","718","56.26","89.60","89","50.94"
"54.17","994.92","315.01","313.68","32.85","61.04","41.61","94.98","722","56.26","89.60","89","50.94"
"57.83","989.97","322.60","342.28","32.89","77.59","42.21","94.98","826","56.26","89.70","89","50.94"
"63.1","998.95","320.77","326.92","32.96","74.46","41.56","94.98","908","56.26","89.80","89","50.84"
"64.55","1011.95","315.10","311.48","32.84","69.43","41.85","94.98","738","56.36","89.80","89","50.84"
"55.54","1004.99","315.01","315.88","32.80","62.49","41.81","94.98","752","56.36","89.80","89","50.74"
"54.17","998.95","315.01","315.88","32.77","61.57","41.95","94.98","726","56.36","89.80","89","50.74"
"56.08","998.95","315.01","315.88","32.85","62.79","41.79","94.98","733","56.36","89.80","89","50.74"
"56.15","994.92","315.01","313.68","32.77","63.63","41.68","94.98","773","56.36","89.80","89","50.64"
"61.49","998.95","315.38","311.48","32.81","70.34","41.61","94.98","825","56.36","89.80","89","50.64"
"61.04","1002.97","315.01","315.88","32.81","68.28","41.83","94.98","784","56.36","89.90","89","50.64"
"68.89","998.95","330.70","318.06","33.15","78.43","40.77","94.98","995","56.36","89.90","89","50.55"
"77.59","1024.95","336.20","331.29","33.32","84.23","40.50","94.72","1059","56.55","89.90","90","50.55"
"85.53","1041.98","348.38","357.67","34.04","96.13","40.28","93.88","1211","56.65","90","90","50.45"
"100.1","1077.96","397.92","390.67","35.14","115.89","40.43","93.87","1416","56.65","90.10","90","50.35"
"125.58","1139.94","434.79","439.1","35.65","144.43","40.34","94.81","1624","56.85","90.10","90","50.25"
"149.46","1201.92","463.27","463.27","36.21","171.13","40.33","94.47","1792","56.94","90.10","90","50.15"
"168.08","1248.98","399.77","432.48","34.40","163.35","41.91","92.45","1296","57.04","90.10","90","50.15"
"106.28","1199.91","462.49","474.26","36.20","118.94","40.30","94.98","1252","57.04","90.20","90","50.15"
"114.37","1208.97","475.68","474.26","36.26","130.85","41.80","91.20","1385","57.04","90.30","90","50.06"
"107.19","1171.98","309.19","267.59","32.72","117.88","41.54","94.20","1295","56.94","90.40","90","50.06"
"93.23","1094.99","308.27","293.98","32.85","99.95","41.74","94.98","1093","56.85","90.40","90","49.96"
"74.46","1058.91","315.01","331.29","33.10","77.13","42.12","94.98","765","56.85","90.50","90","49.86"
"58.9","1024.95","315.01","324.71","33.10","65.23","42.19","94.98","717","56.75","90.60","90","49.86"
"57.53","1002.97","322.69","318.06","33.58","68.89","40.24","94.98","1014","56.65","90.70","90","49.86"
"112.76","1056.99","471.37","518.29","35.70","130.46","42.06","92.05","1387","56.75","90.80","90","49.96"
"78.97","1126.94","315.01","287.31","33.15","79.73","42.13","94.57","783","56.85","90.90","90","49.96"
"59.05","1041.98","315.01","315.88","33.05","65.69","42.68","94.98","723","56.75","90.90","90","49.96"
"54.63","1011.95","315.01","318.06","33.09","60.43","42.06","94.98","690","56.65","90.90","91","49.96"
"78.13","998.95","446.19","425.87","36.42","98.95","39.94","94.98","1400","56.65","91","91","49.96"
"101.85","1118.97","396.68","355.46","34.95","111.85","40.19","94.98","1278","56.85","91.10","91","49.96"
"90.56","1143.97","316.21","309.28","32.92","87.66","41.48","94.66","835","56.85","91.10","91","49.86"
"88.04","1066.97","512.08","465.38","37.80","122.07","39.08","94.98","1582","56.85","91.10","91","49.86"
"156.79","1272.97","587.87","621.65","38.52","171.97","40.26","94.98","1658","57.04","91.10","91","49.86"
"179.06","1374.96","545.90","560.1","37.89","203.10","39.86","84.28","1923","57.34","91.10","91","49.86"
"195.54","1449.94","567.69","557.9","37.74","231.25","41.66","90.29","1678","57.43","91.20","91","49.86"
"126.04","1381.92","555.88","540.17","38.32","149.69","39.04","94.98","1377","57.43","91.20","91","49.86"
"151.37","1391.99","641.99","654.58","39.67","174.03","39.25","94.98","1564","57.53","91.30","91","49.86"
"183.03","1475.94","731.38","729.37","41.60","214.47","38.47","94.98","1824","57.53","91.40","91","49.86"
"220.95","1603.93","765.85","755.79","42.13","268.94","38.26","91.24","2057","57.73","91.50","91","49.86"
"170.82","1652.92","504.78","483.09","36.77","188.07","39.98","94.98","1491","58.02","91.60","91","49.86"
"161.06","1492.97","612.77","617.18","39.07","179.67","39.60","94.98","1516","57.73","91.80","92","49.86"
"170.75","1502.95","702.28","724.99","40.82","196.54","38.90","94.98","1636","57.83","92","92","49.96"
"191.2","1571.98","767.87","762.37","42.21","220.49","38.43","94.98","1757","58.02","92.20","92","49.96"
"211.87","1652.92","659.56","694.16","39.78","246.43","39.29","94.98","1860","58.12","92.40","92","49.96"
"224.38","1658.96","617.00","623.76","38.92","258.49","40.12","80.35","1942","58.12","92.50","92","49.96"
"215.76","1637.99","562.69","542.46","37.87","243.76","39.46","73.25","2010","58.22","92.70","92","49.96"
"218.36","1597.98","514.78","531.48","37.07","252.23","40.35","85.43","2045","58.22","92.90","93","50.06"
"222.86","1498.92","499.39","500.68","36.98","251.85","39.94","77.41","2079","58.22","93","93","50.06"
"212.48","1430.99","435.89","421.49","35.04","238.73","41.50","90.37","1955","58.22","93.20","93","49.96"
"152.28","1304.92","390.67","375.28","34.68","167.70","40.17","94.98","1606","58.12","93.20","93","49.96"
"142.75","1302.9","477.88","445.68","37.24","158.77","39.39","94.98","1574","58.12","93.30","93","49.96"
"157.85","1368.92","575.28","637.08","37.57","174.18","39.98","94.98","1598","58.12","93.30","93","49.96"
"155.79","1404.99","492.37","480.88","36.72","173.34","40.12","94.98","1619","58.12","93.30","93","49.96"
"157.55","1372.94","474.99","467.68","36.51","177.54","40.56","94.64","1582","58.02","93.20","93","49.96"
"123.29","1319.93","463.50","465.38","36.23","135.27","40.16","94.98","1302","57.83","93.20","93","49.96"
"119.63","1299.98","532.58","538.08","37.62","134.89","40.38","94.98","1286","57.73","93.10","93","49.96"
"129.4","1331.93","613.10","641.49","39.35","143.13","40.24","94.98","1336","57.63","93.10","93","49.86"
"129.17","1355.91","529.78","516.09","37.71","146.87","39.65","94.98","1365","57.53","93.10","93","49.96"
"131.07","1357.93","517.97","518.29","37.51","147.63","39.62","94.98","1389","57.34","93","92","49.96"
"140.08","1383.93","594.89","623.76","38.95","156.94","39.83","94.98","1412","57.14","93","92","49.96"
