"Воздушная масса: Заданное значение[kg/h]","Давление заряда воздуха, фактическое[mbar]","Давление магистрали, уставка[бар]","Действительное давление в рейке[bar]","Клапан регулировки давления в рейке , активация[%]","Масса воздуха[кг/ч]","Подача активации управляющего клапана [%]","Регулятор нагнетаемого давления , активация[%]","Скорость вращения двигателя[об/мин]","Температура воздуха на впуске[degree C]","Температура двигателя[degree C]","Температура охлаждающей жидкости[degree C]","Температура топлива[degree C]"
"133.97","1334.95","623.16","634.88","40.87","153.28","39.29","94.98","1408","56.65","91.40","91","56.53"
"159.15","1378.99","671.87","658.96","41.85","195.54","39.49","94.98","1823","56.36","91.30","91","56.53"
"195.7","1519.98","745.49","738.18","43.48","235.29","38.28","94.98","1827","56.36","91.10","90","56.53"
"209.28","1620.96","814.88","821.65","44.37","253.15","38.32","94.98","1861","56.36","91","90","56.63"
"220.65","1667.93","595.48","628.16","39.64","255.36","40.02","83.81","1862","56.26","90.90","90","56.63"
"197.3","1573.9","624.26","560.1","41.81","218.66","37.85","94.98","1711","56.16","90.80","90","56.63"
"179.37","1611.99","779.27","812.96","44.26","199.97","39.06","94.98","1525","56.16","90.80","90","56.63"
"195.09","1582.97","823.67","808.58","44.61","236.29","40.12","94.98","1924","56.01","90.70","90","56.63"
"218.59","1633.96","788.19","760.28","44.43","262.76","38.29","94.98","1926","56.01","90.70","90","56.63"
"227.89","1680.93","850.68","850.36","45.25","278.25","37.69","94.98","2113","56.01","90.70","90","56.63"
"291.07","1609.98","975.05","1004.36","47.71","355.99","37.75","94.98","2548","55.91","90.80","90","56.63"
"327.84","1723.96","1080.88","1112.17","48.58","375.37","38.54","94.98","2301","56.16","90.90","90","56.63"
"326.47","1725.98","1108.18","1138.47","50.20","408.25","37.26","94.98","2686","56.16","90.90","90","56.63"
"362.17","1847.93","1277.44","1261.67","53.53","443.66","36.11","94.75","2739","56.55","90.80","90","56.82"
"410.09","1979.95","1382.07","1382.57","56.18","490.35","36.08","94.98","2805","56.85","90.70","90","56.82"
"462.65","2112.97","1488.27","1496.96","59.52","540.24","35.89","94.98","2887","57.43","90.70","90","56.92"
"428.78","1981.96","1022.24","969.16","49.10","482.87","36.45","94.98","2911","57.73","90.70","90","56.92"
"320.29","1964.93","1205.78","1219.86","52.46","380.18","38.11","94.98","2294","58.22","90.80","90","56.92"
"317.77","1990.93","1198.35","1193.47","52.20","392.54","37.45","94.98","2331","58.41","90.80","90","56.92"
"326.39","1994.96","1202.89","1197.84","52.61","403.45","37.20","94.98","2377","58.51","90.90","90","56.92"
"333.94","2007.96","1225.55","1219.86","53.08","414.89","37.40","94.98","2411","58.86","91","91","56.92"
"350.73","2032.96","1259.37","1252.89","53.64","428.55","36.60","94.98","2468","59.05","91","91","56.92"
"287.1","2047.97","1157.25","1149.45","51.74","348.67","37.64","94.98","2017","59.25","91.20","91","56.92"
"276.34","2026.91","1119.16","1118.66","50.66","342.49","37.68","94.98","2003","59.15","91.20","91","56.82"
"275.65","2003.93","1105.06","1105.47","50.48","341.50","37.90","94.98","2034","59.15","91.30","91","56.92"
"275.58","1970.97","1074.99","1074.67","50.00","340.96","37.90","94.98","2048","59.15","91.30","91","56.92"
"272.53","1938.93","1058.87","1061.48","49.48","337.22","37.90","94.98","2053","59.05","91.40","91","56.82"
"274.89","1917.96","1032.45","1037.27","48.94","337.99","38.07","94.98","2089","58.96","91.60","91","56.82"
"272.68","1896.91","1012.45","1015.3","48.57","336.46","41.18","82.50","2087","58.96","91.60","91","56.82"
"248.26","1782.92","589.38","538.08","39.19","282.37","39.85","75.24","2087","58.86","91.70","91","56.82"
"219.73","1515.95","347.78","300.59","34.80","244.30","41.29","83.36","2060","58.41","91.70","91","56.63"
"192.03","1308.95","345.31","346.68","34.94","210.19","41.56","94.98","1978","58.22","91.60","91","56.63"
"169.3","1225.91","341.77","355.46","34.94","191.42","42.10","94.98","1894","57.83","91.60","91","56.43"
"159.76","1178.94","336.29","333.5","34.93","181.05","42.23","94.98","1863","57.63","91.50","91","56.43"
"155.34","1156.97","347.51","348.98","35.18","176.17","42.25","94.98","1839","57.43","91.40","91","56.33"
"152.97","1148.91","349.48","351.09","35.26","173.19","42.13","94.98","1816","57.04","91.10","90","56.23"
"148.55","1148.91","349.89","337.99","35.32","168.99","41.54","94.98","1747","56.75","90.90","90","56.23"
"144.27","1143.97","349.99","344.57","35.25","160.37","41.46","94.98","1673","56.36","90.70","90","56.23"
"134.36","1137.92","349.99","351.09","35.24","152.74","41.71","94.98","1622","56.16","90.40","90","56.14"
"131.46","1128.95","349.99","351.09","35.17","147.48","41.88","94.98","1592","55.62","90.10","89","56.14"
"128.25","1122.91","349.99","351.09","35.09","144.43","41.61","94.98","1569","55.42","89.90","89","56.14"
"127.34","1133.99","389.06","370.9","37.04","144.20","38.79","94.98","1571","55.23","89.70","89","56.14"
"138.63","1222.98","416.08","410.48","36.81","154.88","40.19","94.98","1623","55.03","89.50","89","56.14"
"142.44","1269.95","540.76","516.09","39.35","165.79","39.33","94.98","1590","54.74","89.30","89","56.14"
"153.89","1372.94","500.17","505.06","38.55","170.60","40.14","94.98","1591","54.54","89","88","56.23"
"154.5","1391.99","493.57","491.9","38.08","170.14","40.04","94.98","1586","54.35","88.90","88","56.33"
"152.06","1383.93","450.00","450","37.14","170.75","40.13","93.31","1586","54.25","88.70","88","56.33"
"152.59","1351.98","640.89","584.18","41.80","182.50","38.69","94.98","1609","53.85","88.50","88","56.33"
"177.16","1507.99","741.08","764.66","43.58","203.63","38.67","94.98","1650","53.85","88.30","88","56.33"
"192.87","1599.91","796.77","795.39","44.56","222.86","38.69","94.98","1657","53.85","88.30","88","56.33"
"199.59","1641.93","817.27","815.16","44.70","232.17","38.82","94.98","1670","53.76","88.20","88","56.43"
"200.2","1665.92","715.26","749.21","41.63","233.77","39.38","94.98","1667","53.66","88.10","87","56.43"
"196.69","1626.91","648.07","643.6","40.89","227.74","39.76","94.98","1678","53.51","88","87","56.43"
"193.87","1592.95","601.79","593.1","40.12","222.09","39.67","94.98","1687","53.31","87.90","87","56.43"
"189.36","1571.98","573.97","557.9","39.73","215.69","39.48","94.98","1696","53.22","88","87","56.43"
"189.29","1549.92","573.19","575.46","39.66","211.34","39.79","94.97","1689","53.12","88","87","56.43"
"173.19","1500.94","326.92","300.59","34.19","193.94","41.55","94.69","1644","53.12","88","87","56.43"
"151.37","1248.98","327.88","309.28","34.32","165.56","41.57","94.98","1629","52.82","88","88","56.33"
"135.35","1156.97","326.59","337.99","34.41","152.74","41.99","94.98","1594","52.53","88","88","56.23"
"129.24","1130.97","322.28","331.29","34.23","141.68","42.24","94.98","1515","52.43","87.90","87","56.23"
"119.25","1122.91","317.78","326.92","34.34","132.52","42.12","94.75","1446","52.33","87.90","87","56.23"
"111.85","1113.94","314.19","311.48","34.15","124.36","42.32","94.30","1384","52.24","87.90","87","56.14"
"104.68","1103.96","310.29","298.29","34.06","115.97","41.87","94.53","1331","52.14","87.80","87","56.14"
"100.56","1090.96","308.86","300.59","33.99","112.54","41.67","94.60","1309","52.04","87.60","87","56.14"
"102.08","1092.97","319.57","335.7","34.27","114.14","41.44","94.42","1286","51.84","87.60","87","56.04"
"99.79","1101.94","309.60","304.96","33.99","110.78","41.33","94.77","1280","51.75","87.40","87","56.04"
"96.36","1088.94","313.50","313.68","34.11","108.34","40.76","94.75","1284","51.55","87.30","87","56.14"
"94.99","1103.96","313.18","309.28","34.05","108.26","40.82","94.44","1258","51.55","87.20","87","56.14"
"94.83","1094.99","307.49","309.28","33.89","105.74","41.49","94.77","1230","51.45","87.10","86","56.14"
"92.7","1077.96","306.30","307.08","33.90","102.85","41.83","94.98","1222","51.35","87","86","56.14"
"90.79","1066.97","307.08","302.7","33.92","101.09","41.71","94.98","1189","51.06","86.80","86","56.14"
"88.96","1058.91","343.06","337.99","34.80","98.50","41.62","94.98","1162","51.06","86.70","86","56.04"
"87.43","1054.98","348.79","364.38","34.92","96.74","41.96","94.98","1135","50.81","86.70","86","56.04"
"86.14","1049.94","349.80","357.67","34.90","95.14","41.99","94.98","1117","50.81","86.50","86","56.04"
"84.99","1041.98","349.99","353.35","34.82","94.76","41.80","94.98","1102","50.62","86.40","86","56.04"
"84.53","1039.96","349.99","355.46","34.77","96.28","42.35","94.98","1280","50.62","86.40","86","56.04"
"99.64","1043.99","315.01","315.88","33.91","111.47","41.50","93.95","1340","50.32","86.30","86","56.04"
"99.79","1069.99","315.61","302.7","34.01","112.08","41.09","94.32","1317","50.32","86.20","85","56.04"
"102.24","1088.94","322.19","324.71","34.24","113.15","40.93","94.05","1316","50.23","86","85","56.04"
"104.14","1105.97","372.18","357.67","35.47","120.39","40.01","93.89","1378","50.13","85.90","85","56.04"
"108.95","1158.98","372.69","377.48","35.06","120.77","40.59","92.48","1323","50.03","85.80","85","56.04"
"110.17","1165.94","356.70","355.46","34.84","120.93","40.76","92.23","1319","49.93","85.70","85","56.14"
"107.58","1163.93","345.58","340.17","34.53","119.94","40.79","92.08","1314","49.73","85.60","85","56.14"
"106.74","1156.97","341.18","340.17","34.48","117.27","40.97","92.05","1304","49.73","85.40","85","56.14"
"106.28","1150.93","342.87","344.57","34.62","118.79","40.69","92.02","1308","49.54","85.40","85","56.14"
"106.13","1152.94","342.69","344.57","34.66","116.96","40.55","92.10","1304","49.54","85.30","85","56.14"
"107.96","1161.91","374.98","379.68","35.38","117.88","40.78","92.33","1278","49.54","85.30","85","56.14"
"106.05","1163.93","353.49","353.35","34.77","118.33","40.92","91.89","1291","49.44","85.20","85","56.14"
"104.52","1156.97","340.58","337.99","34.46","114.98","40.84","91.68","1276","49.34","85.20","85","56.14"
"103","1146.99","334.28","331.29","34.39","114.98","40.75","91.68","1289","49.34","85.10","85","56.14"
"102.24","1139.94","333.08","331.29","34.47","113.37","40.96","91.83","1269","49.24","85","85","56.14"
"100.33","1137.92","328.77","333.5","34.20","110.17","40.73","91.82","1250","49.15","85","85","56.14"
"98.73","1130.97","329.18","322.46","34.20","110.09","40.85","91.96","1257","49.15","85","85","56.04"
"99.26","1126.94","332.07","335.7","34.29","109.79","40.38","92.81","1257","49.15","85","84","56.14"
"101.47","1143.97","377.66","388.46","35.31","111.16","40.74","92.38","1233","49.05","84.90","84","56.04"
"101.4","1161.91","373.01","375.28","35.29","112.38","40.59","92.32","1235","49.05","84.80","84","56.04"
"102.46","1163.93","373.88","377.48","35.22","114.29","40.61","92.22","1250","48.95","84.80","84","56.14"
"104.07","1161.91","363.22","362.07","34.93","114.60","40.68","92.13","1246","48.95","84.70","84","56.14"
"103.07","1161.91","353.86","353.35","34.67","113.76","40.78","92.13","1249","48.85","84.70","84","56.14"
"103.68","1161.91","435.29","417.09","37.42","116.58","38.93","94.98","1262","48.75","84.70","84","56.14"
"118.64","1244.95","592.87","595.21","40.33","136.34","39.29","94.98","1327","48.75","84.70","84","56.14"
"141.53","1314.99","633.28","643.6","40.86","169.83","39.07","94.98","1672","48.75","84.70","84","56.14"
"189.44","1436.94","710.20","738.18","42.07","224.54","38.74","94.98","1818","48.85","84.70","84","56.14"
"205.54","1569.97","803.40","810.76","44.02","244.98","38.57","94.98","1827","48.95","84.60","84","56.23"
"217.75","1635.98","835.75","841.58","44.53","259.78","38.24","94.98","1872","49.05","84.60","84","56.23"
"228.35","1669.94","848.76","845.96","44.77","274.43","38.48","94.98","1936","49.15","84.50","84","56.23"
"235.45","1680.93","863.46","861.26","44.99","287.94","38.14","94.98","2001","49.34","84.60","84","56.23"
"244.75","1699.97","877.56","876.69","45.02","300.75","37.88","94.98","2071","49.54","84.60","84","56.23"
"257.27","1718.93","908.59","911.98","45.75","316.47","38.04","94.98","2145","49.73","84.70","84","56.23"
"267.57","1740.99","933.36","934","46.39","330.28","37.95","94.98","2213","49.93","84.70","84","56.33"
"278.25","1746.94","950.14","949.36","46.87","343.63","37.78","94.98","2287","50.23","84.90","85","56.23"
"289.69","1767.91","992.96","993.37","47.66","361.03","37.74","94.98","2361","50.62","85","85","56.33"
"303.27","1795.92","1038.37","1037.27","48.74","379.34","37.27","94.98","2433","51.26","85.20","85","56.33"
"319.98","1825.95","1097.56","1107.67","50.21","401.54","37.09","94.98","2513","51.65","85.30","85","56.33"
"353.78","1885.92","1260.89","1255.06","52.70","430.99","37.05","94.98","2595","52.33","85.40","85","56.43"
"385.37","1981.96","1334.28","1351.75","54.65","470.13","36.27","94.84","2685","53.02","85.50","85","56.43"
"432.59","2094.94","1443.34","1446.37","57.42","513.47","35.55","94.98","2779","53.85","85.70","85","56.43"
"485.16","2193.91","1417.00","1468.48","56.16","552.68","35.92","94.98","2844","54.74","85.80","86","56.43"
"341.65","2045.96","1294.76","1285.89","54.23","393.45","37.51","94.98","2270","55.42","86","86","56.43"
"330.43","2090.91","1276.69","1239.65","52.61","404.29","38.60","94.98","2269","55.91","86.20","86","56.43"
"338.6","2092.92","1245.04","1224.26","53.44","416.19","36.84","94.98","2327","56.36","86.40","86","56.43"
"345.23","2086.97","1179.09","1226.47","53.78","423.44","39.46","94.98","2360","56.75","86.60","86","56.43"
"352.33","2084.96","1304.37","1292.37","53.67","431.30","37.29","94.98","2410","57.14","86.90","87","56.43"
"358.28","2080.93","1271.37","1281.48","54.42","438.54","36.97","94.98","2466","57.53","87","87","56.53"
"370.56","2092.92","1305.47","1312.17","54.47","452.43","36.98","94.98","2509","58.12","87.20","87","56.43"
"387.2","2116.91","1332.16","1345.26","55.64","466.24","36.04","94.98","2558","58.61","87.40","87","56.53"
"410.77","2178.99","1388.37","1411.17","57.32","489.74","36.75","94.98","2588","59.35","87.50","87","56.43"
"443.05","2257.9","1158.58","1107.67","52.37","511.48","37.61","94.98","2659","59.94","87.60","87","56.53"
"318.07","2103.91","1260.48","1277.06","53.28","384.37","37.51","94.98","2173","60.33","87.80","88","56.53"
"310.6","2112.97","1184.34","1202.25","52.73","377.43","38.04","94.98","2158","60.52","87.90","88","56.53"
"307.7","2088.99","1206.79","1186.95","52.31","384.07","37.67","94.98","2187","60.52","88.10","88","56.53"
"309.99","2064.91","1176.56","1167.09","52.20","386.36","37.58","94.98","2209","60.62","88.20","88","56.53"
"312.2","2052.92","1171.86","1169.29","51.90","387.58","37.71","94.98","2222","60.72","88.40","88","56.53"
"258.26","1663.99","354.27","351.09","34.63","296.48","41.50","61.16","2176","60.33","88.50","88","56.43"
"219.65","1460.93","350.40","348.98","34.89","245.14","41.64","84.84","2065","60.03","88.60","88","56.43"
"192.34","1308.95","344.48","351.09","34.97","209.12","41.81","94.98","1957","59.84","88.70","88","56.33"
"168.38","1231.95","349.21","357.67","35.14","189.75","42","94.98","1874","59.64","88.80","88","56.23"
"157.63","1186.91","349.89","357.67","35.23","177.39","42.04","94.98","1802","59.25","88.70","88","56.14"
"149.77","1161.91","349.99","335.7","35.19","170.98","41.50","94.98","1777","59.05","88.70","88","56.04"
"149.69","1154.95","349.99","351.09","35.18","168.84","41.66","94.98","1757","58.61","88.60","88","56.04"
"145.72","1152.94","334.37","346.68","39.26","165.79","39.36","94.98","1726","58.32","88.50","88","56.04"
"139.09","1148.91","666.81","696.46","42.21","156.94","41.54","94.98","1640","58.12","88.40","88","55.94"
"131.15","1141.95","693.66","702.97","42.44","146.33","41.61","94.98","1548","57.73","88.20","88","55.94"
"122.38","1133.99","698.80","702.97","42.37","135.88","41.84","94.92","1478","57.53","88","87","55.94"
"116.35","1120.99","699.76","700.91","42.39","130.77","42.14","94.60","1457","57.34","87.90","87","55.94"
"114.82","1111.92","699.99","705.29","42.29","127.79","41.83","94.33","1436","56.94","87.70","87","55.94"
"111.39","1103.96","499.99","650.18","34.47","126.50","50.71","94.98","1532","56.75","87.50","87","55.94"
"140.54","1265.92","626.28","641.49","40.53","159.46","39.93","94.98","1637","56.65","87.30","87","55.94"
"192.34","1413.96","742.19","714","43.46","230.64","38.77","94.98","1935","56.65","87.20","86","56.04"
"215.38","1577.93","811.17","821.65","44.53","259.63","38.52","94.98","1932","56.65","87.10","86","56.04"
"228.66","1678.92","848.48","848.16","45.33","276.19","38.42","94.98","1953","56.65","86.90","86","56.14"
"237.89","1733.94","878.57","885.56","45.79","286.87","38.17","94.98","1961","56.65","86.80","86","56.14"
"242.47","1759.94","888.00","885.56","46.01","296.86","38.09","94.98","2009","56.65","86.70","86","56.14"
"250.55","1785.94","909.37","909.78","46.24","306.93","38.18","94.98","2046","56.65","86.70","86","56.23"
"256.96","1804.99","932.58","934","46.57","313.27","38.07","94.98","2044","56.75","86.70","86","56.23"
"261.77","1821.92","881.57","936.06","43.07","319.37","40.34","75.76","2081","56.85","86.70","86","56.23"
"246.66","1740.99","835.89","922.97","46.60","274.28","39.89","94.98","1821","56.85","86.80","86","56.23"
"260.39","1727.99","961.26","955.88","47.07","318.15","38.49","94.98","2178","56.85","86.90","86","56.23"
"267.64","1785.94","945.76","929.55","47.14","329.06","37.79","94.98","2181","57.04","86.90","87","56.23"
"279.16","1836.94","980.78","986.77","47.82","345.85","37.90","94.98","2207","57.14","87","87","56.23"
"289.77","1866.97","1031.44","1048.39","48.56","358.13","38.02","94.98","2260","57.34","87.10","87","56.33"
"262.07","1900.94","1002.16","995.48","48.03","307.55","38.85","94.98","1874","57.43","87.10","87","56.33"
"245.29","1881.98","922.10","889.97","47.38","296.48","37.84","94.98","1865","57.53","87.20","87","56.33"
"242.54","1870.91","962.37","971.4","47.54","295.80","38.01","94.98","1864","57.53","87.30","87","56.33"
"255.05","1829.98","998.16","982.39","48.66","343.63","37.01","94.98","2401","57.53","87.40","87","56.33"
"298.54","1814.97","990.67","973.58","48.33","373.85","37.56","94.98","2378","57.53","87.50","87","56.33"
"312.66","1868.98","1091.46","1085.66","49.09","387.35","47.96","12.00","2353","57.73","87.50","87","56.33"
"247.73","1494.99","353.17","351.09","34.34","241.40","41.90","94.90","1798","57.53","87.60","87","56.33"
"180.59","1323.96","339.89","348.98","34.36","201.72","42.13","94.98","1857","57.34","87.70","87","56.23"
"164.03","1227.92","338.31","344.57","34.57","185.09","42.41","94.98","1839","57.04","87.70","87","56.14"
"155.87","1178.94","337.67","324.71","34.69","176.78","41.97","94.98","1809","56.85","87.70","87","56.04"
"151.6","1156.97","336.71","326.92","34.77","171.66","41.96","94.98","1779","56.65","87.70","87","56.04"
"146.64","1143.97","335.10","329.09","34.62","167.24","41.68","94.98","1749","56.26","87.70","87","56.04"
"146.26","1143.97","334.37","333.5","34.67","165.79","41.73","94.98","1739","55.91","87.60","87","55.94"
"144.96","1143.97","331.98","331.29","34.49","161.29","41.75","94.98","1687","55.62","87.50","87","55.94"
"136.34","1141.95","327.28","326.92","34.40","151.75","41.86","94.98","1596","55.23","87.40","87","55.84"
"125.12","1137.92","320.26","326.92","34.23","138.48","42.13","94.92","1476","54.84","87.20","86","55.84"
"112.08","1126.94","313.77","322.46","34.05","125.05","42.36","94.33","1390","54.54","87","86","55.84"
"106.97","1111.92","310.98","304.96","33.98","117.57","41.89","94.58","1315","54.35","86.80","86","55.84"
"95.83","1101.94","306.66","291.71","33.89","104.14","41.52","94.98","1201","53.95","86.60","86","55.84"
"105.06","1079.97","315.01","309.28","34.10","112.69","40.68","94.54","1303","53.66","86.40","86","55.84"
"115.36","1092.97","327.28","329.09","34.41","131.76","40.73","93.84","1444","53.51","86.30","86","55.84"
"134.36","1092.97","330.05","335.7","34.37","151.14","41.86","94.98","1607","53.22","86.10","85","55.84"
"120.85","1113.94","327.37","329.09","34.37","139.77","41.19","94.98","1633","53.02","86","85","55.84"
"144.58","1109.91","335.88","344.57","34.48","165.56","41.71","94.98","1727","52.92","85.80","85","55.84"
"133.9","1126.94","323.89","324.71","34.17","144.35","41.96","94.98","1495","52.82","85.60","85","55.84"
"106.89","1126.94","306.98","320.4","33.82","111.09","42.19","94.98","1203","52.82","85.40","85","55.84"
"85.76","1101.94","315.01","304.96","34.02","90.03","41.93","94.98","864","52.92","85.20","85","55.84"
"61.57","1058.91","315.01","335.7","34.05","68.67","42.31","94.98","722","52.82","85.10","85","55.74"
"58.67","1028.98","315.01","313.68","33.99","66.00","42.43","94.98","724","52.73","85","85","55.84"
"74.46","1007.92","421.68","373.1","37.65","102.24","38.97","88.08","1446","52.53","85.10","85","55.84"
"148.93","1182.97","675.59","702.97","41.89","183.87","38.67","94.98","1843","53.02","85.20","85","55.84"
"196.38","1449.94","755.05","757.99","43.36","232.09","38.38","94.98","1841","53.66","85.30","85","55.94"
"213.63","1592.95","816.17","815.16","44.30","257.34","38.51","94.98","1912","53.95","85.30","85","55.94"
"233.23","1663.99","853.16","856.94","45.03","290.15","37.95","94.98","2108","54.35","85.40","85","56.04"
"270.24","1725.98","935.56","947.1","46.59","341.04","37.49","94.98","2374","54.74","85.50","85","56.14"
"266.19","1539.94","360.70","390.67","33.99","290.15","42.32","66.40","2089","55.03","85.60","85","56.14"
"157.4","1376.97","322.97","307.08","33.60","159.23","41.99","94.28","1388","55.13","85.80","86","56.14"
"110.63","1203.94","307.17","293.98","33.58","118.33","41.68","94.98","1240","55.03","86","86","56.04"
"93.69","1130.97","308.36","311.48","35.91","103.53","36.29","94.98","1128","55.13","86.20","86","56.04"
"85.37","1090.96","662.26","683.18","41.52","90.79","41.52","94.98","950","55.13","86.40","86","55.94"
"68.59","1062.94","315.01","439.1","33.61","68.28","49.85","94.98","727","55.13","86.60","86","55.94"
"58.14","1037.95","315.01","293.98","33.78","65.77","42.39","94.98","728","55.03","86.80","87","55.94"
"56.69","1020.92","315.01","309.28","33.77","63.94","42.24","94.98","721","54.84","87","87","55.94"
"57.45","1011.95","315.01","309.28","34.09","62.87","40.86","94.98","909","54.74","87.10","87","55.94"
"114.44","1064.96","373.19","513.91","34.08","131.23","51.20","92.08","1101","54.84","87.20","87","55.94"
"67.6","1096.91","315.01","335.7","34.10","72.63","42.73","94.98","724","55.13","87.40","87","55.94"
"59.13","1043.99","315.01","318.06","34.01","66.00","42.45","94.98","719","55.03","87.40","87","55.94"
"52.87","1024.95","315.01","311.48","33.94","60.43","42.08","94.98","711","54.84","87.50","87","55.94"
"55.85","1015.97","315.01","318.06","33.87","62.94","42.24","94.98","717","54.84","87.50","87","55.94"
"56.69","1011.95","315.01","318.06","33.85","62.94","42.36","94.98","719","54.74","87.50","87","55.94"
"55.16","1011.95","327.79","315.88","34.42","61.19","39.46","94.28","1076","54.74","87.50","87","56.04"
"125.73","1084.91","611.17","601.88","40.93","155.87","38.59","94.98","1764","55.23","87.50","87","56.04"
"184.94","1361.96","728.86","731.66","42.94","228.27","38.57","94.98","2042","55.82","87.50","87","56.04"
"228.96","1545.98","835.39","819.56","44.79","296.94","37.96","94.98","2355","56.55","87.60","87","56.04"
"310.14","1603.93","1073.75","1092.28","49.71","412.07","36.23","91.11","3151","57.04","87.70","87","56.14"
"369.73","1509.91","588.05","529.18","38.93","424.35","38.01","56.65","3359","57.83","87.80","87","56.23"
"346","1385.94","392.59","401.7","35.01","386.59","41.25","52.33","3272","58.51","87.80","88","56.23"
"298.47","1282.95","615.30","553.49","42.19","331.04","39.36","72.44","2689","59.15","88","88","56.23"
"229.88","1549.92","833.18","848.16","44.33","280.16","38.40","94.98","2081","59.94","88.20","88","56.23"
"252.54","1703.91","906.89","909.78","45.91","315.86","38.06","94.98","2245","60.52","88.40","88","56.23"
"291.83","1761.96","994.98","997.75","47.82","364.69","37.16","94.98","2499","60.92","88.50","88","56.33"
"357.75","1832.91","1229.36","1243.94","52.78","441.44","35.92","90.10","2794","61.75","88.70","89","56.33"
"405.74","1921.99","653.99","727.16","40.16","453.50","39.92","48.99","2942","62.53","88.90","89","56.33"
"286.79","1710.96","1043.85","1008.78","49.46","301.06","38.10","94.98","2037","63.12","89.10","89","56.43"
"270.92","1870.91","1048.16","1043.94","48.51","321.74","37.68","94.98","2137","63.61","89.30","89","56.43"
"288.93","1902.95","1058.78","1061.48","48.82","350.88","37.19","94.98","2249","63.96","89.50","89","56.43"
"302.05","1904.96","1091.36","1063.78","49.54","373.85","37.94","94.98","2344","64.35","89.70","90","56.43"
"318.76","1926.94","1116.27","1129.69","50.32","397.50","37.47","94.98","2458","64.74","90","90","56.53"
"321.43","1947.99","1115.35","1087.86","49.30","370.03","39.27","94.98","1997","65.33","90.20","90","56.53"
"256.89","1906.98","947.19","971.4","47.09","311.05","36.59","94.98","1988","65.43","90.40","90","56.53"
"255.13","1872.92","994.20","986.77","47.51","311.97","38.05","94.98","2013","65.62","90.70","91","56.43"
"264.97","1876.95","981.38","975.78","47.39","323.19","38.11","94.98","2083","65.92","91","91","56.43"
"272.45","1874.93","974.45","971.4","47.23","333.33","38.14","94.98","2149","65.92","91.20","91","56.43"
"279.7","1876.95","991.36","993.37","47.55","347.75","37.87","94.98","2229","66.11","91.40","91","56.43"
"287.48","1864.95","1003.58","999.86","47.85","360.26","37.76","94.98","2302","66.11","91.60","91","56.43"
"239.49","1892.97","979.77","991.08","47.28","291.68","38.64","94.98","1904","66.46","91.80","92","56.43"
"248.26","1887.94","971.27","975.78","47.20","304.26","38.21","94.98","1950","66.46","91.90","92","56.43"
"252.99","1892.97","966.59","953.77","47.02","306.48","38.29","94.98","1960","66.46","92","92","56.43"
"254.06","1894.98","953.35","962.46","46.87","308.23","38.36","94.98","1964","66.31","92.20","92","56.43"
"253.99","1885.92","959.96","958.08","46.88","310.60","38.32","94.98","1985","66.11","92.40","92","56.43"
"257.95","1883.91","956.57","949.36","46.80","315.56","38.24","94.98","2023","66.11","92.50","92","56.43"
"261.54","1876.95","949.36","947.1","46.93","320.06","37.95","94.98","2051","66.11","92.60","92","56.43"
"262","1879.97","953.08","953.77","46.91","321.96","38.09","94.98","2068","66.02","92.70","92","56.43"
"266.96","1870.91","962.37","962.46","47.16","328.83","37.94","94.98","2106","66.02","92.80","92","56.43"
"272.3","1874.93","976.88","982.39","47.32","335.47","38.09","94.98","2140","65.92","92.90","92","56.43"
"272.07","1855.98","821.05","784.41","44.11","332.57","37.85","86.72","2060","65.92","92.90","92","56.43"
"231.56","1825.95","926.98","971.4","46.34","281.07","38.61","94.98","1807","65.72","92.90","92","56.43"
"228.27","1838.95","924.67","918.56","46.42","276.65","38.61","94.98","1806","65.62","92.90","92","56.43"
"229.5","1834.93","919.39","909.78","46.10","276.65","38.97","94.98","1798","65.33","92.90","93","56.43"
"231.1","1829.98","910.38","918.56","45.69","277.33","38.97","94.98","1810","65.04","93","93","56.43"
"232.24","1832.91","903.77","909.78","45.99","279.93","38.02","94.98","1843","64.74","93.10","93","56.43"
"234.84","1827.97","906.66","914.16","46.38","283.97","39.09","94.98","1862","64.55","93.20","93","56.43"
"236.67","1836.94","924.58","927.35","46.60","288.09","38.48","94.98","1879","64.25","93.20","93","56.43"
"234.07","1821.92","745.99","744.76","42.02","282.75","39.71","94.98","1883","63.96","93.30","93","56.43"
"229.27","1742.91","727.58","709.6","42.28","267.80","39.04","94.98","1896","63.61","93.20","93","56.43"
"226.98","1703.91","650.59","641.49","41.13","261.23","39.39","94.43","1898","63.22","93.10","93","56.43"
"216.45","1665.92","575.78","566.68","39.56","243.84","39.80","90.34","1902","63.03","93.10","93","56.43"
"222.32","1648.98","828.90","835.06","45.01","255.59","38.67","94.98","1917","62.53","93","92","56.43"
"230.64","1746.94","860.15","863.6","44.56","269.25","38.75","94.98","1935","62.44","93","92","56.43"
"234.07","1744.93","712.67","696.46","41.94","268.48","39.07","94.98","1941","62.04","92.90","92","56.43"
"236.74","1759.94","878.80","896.46","45.51","279.54","38.34","94.98","1962","61.75","92.80","92","56.43"
"244.14","1804.99","899.90","898.8","46.04","295.19","38.40","94.98","1981","61.46","92.70","92","56.43"
"247.35","1827.97","916.36","920.68","46.11","304.04","38.88","94.98","1996","61.36","92.60","92","56.43"
