"Воздушная масса: Заданное значение[kg/h]","Давление заряда воздуха, фактическое[mbar]","Давление магистрали, уставка[бар]","Действительное давление в рейке[bar]","Клапан регулировки давления в рейке , активация[%]","Масса воздуха[кг/ч]","Подача активации управляющего клапана [%]","Регулятор нагнетаемого давления , активация[%]","Скорость вращения двигателя[об/мин]","Температура воздуха на впуске[degree C]","Температура двигателя[degree C]","Температура охлаждающей жидкости[degree C]","Температура топлива[degree C]"
"244.98","1778.99","597.00","590.9","39.88","281.68","40.02","90.16","1986","61.01","92.50","92","56.43"
"233.39","1652.92","342.60","326.92","34.06","254.14","42.49","91.94","1980","60.72","92.40","92","56.43"
"195.24","1378.99","343.38","322.46","34.32","216.45","41.67","94.98","1953","60.23","92.30","92","56.33"
"176.85","1259.97","342.37","348.98","34.47","197.38","42.04","94.98","1925","59.84","92.20","92","56.33"
"171.74","1225.91","387.46","381.88","35.88","197.53","40.39","94.98","1905","59.64","92.10","91","56.23"
"182.27","1293.93","505.56","489.69","37.90","208.13","40.37","92.66","1909","59.35","92","91","56.23"
"189.44","1366.99","440.66","430.27","36.77","213.17","40.38","92.00","1894","59.15","91.80","91","56.23"
"179.6","1400.96","537.99","566.68","38.42","204.85","41.45","83.87","1883","58.86","91.60","91","56.23"
"196.38","1453.97","477.70","476.37","37.57","218.89","40.43","87.48","1884","58.51","91.40","91","56.23"
"187.46","1473.93","539.07","535.79","38.87","209.89","39.94","75.64","1881","58.32","91.20","90","56.23"
"192.8","1511.92","497.79","507.26","37.96","221.56","40.44","82.16","1877","58.12","91","90","56.23"
"197.15","1481.98","491.99","474.26","38.29","218.97","39.56","72.94","1890","57.73","90.70","90","56.23"
"191.96","1511.92","506.66","529.18","37.95","216.98","40.26","75.50","1863","57.53","90.50","90","56.23"
"197.68","1475.94","468.75","456.69","37.09","221.33","40.41","79.04","1868","57.34","90.30","90","56.23"
"191.65","1451.95","540.08","520.4","38.71","207.29","39.73","68.56","1861","56.94","90.10","89","56.23"
"189.75","1498.92","541.27","549.07","38.75","213.63","39.91","67.32","1857","56.85","89.90","89","56.23"
"190.28","1517.97","519.39","516.09","38.19","214.85","40.05","68.76","1857","56.65","89.80","89","56.23"
"196.08","1498.92","484.69","483.09","37.54","221.87","40.24","73.38","1865","56.36","89.60","89","56.23"
"195.47","1475.94","457.36","480.88","36.94","220.03","40.59","75.63","1863","56.16","89.50","89","56.23"
"192.49","1443.99","440.57","430.27","36.74","216.75","39.96","78.57","1873","55.91","89.30","89","56.23"
"190.05","1428.97","336.80","304.96","34.26","209.28","41.11","94.82","1831","55.62","89.20","89","56.23"
"168.15","1252.92","337.67","324.71","34.32","187.23","41.65","94.98","1820","55.33","89.10","89","56.14"
"155.26","1180.96","337.07","337.99","34.30","175.94","41.70","94.98","1792","55.03","89","88","56.14"
"146.56","1150.93","622.06","643.6","41.02","166.78","41.22","94.98","1706","54.74","88.90","88","56.14"
"137.56","1148.91","686.30","700.91","41.73","152.36","41.57","94.98","1585","54.44","88.70","88","56.04"
"125.35","1143.97","697.47","714","41.80","139.77","42.02","94.98","1480","54.25","88.60","88","56.04"
"115.28","1130.97","699.49","709.6","41.73","127.03","42.01","94.27","1388","53.95","88.40","88","56.04"
"107.04","1118.97","699.90","676.6","41.81","117.19","41.86","94.59","1314","53.76","88.30","88","56.04"
"101.55","1101.94","699.99","696.46","41.73","111.92","41.65","94.66","1295","53.51","88.20","88","56.04"
"96.74","1092.97","699.99","698.57","41.66","108.57","41.66","94.82","1278","53.31","88","87","56.04"
"98.19","1092.97","318.56","309.28","33.48","110.09","40.70","94.25","1295","53.12","87.90","87","56.04"
"113.98","1146.99","416.26","480.88","35.98","122.99","40.32","94.61","1333","53.02","87.80","87","56.04"
"114.14","1203.94","457.86","425.87","37.19","127.34","40.15","79.93","1337","52.92","87.70","87","56.04"
"114.6","1229.94","386.70","386.29","35.28","125.89","40.38","75.92","1330","52.73","87.60","87","56.14"
"113.3","1220.96","379.36","388.46","35.04","125.89","40.50","75.56","1317","52.43","87.40","87","56.04"
"112.15","1212.91","373.61","368.7","35.02","124.67","40.51","75.15","1313","52.24","87.30","87","56.14"
"112.23","1203.94","366.50","362.07","35.00","124.36","40.56","75.08","1315","52.04","87.30","87","56.14"
"113.37","1205.95","380.28","390.67","35.23","123.37","40.49","74.75","1298","51.75","87.20","87","56.14"
"110.78","1208.97","377.98","375.28","35.04","123.45","40.64","74.35","1305","51.65","87.10","86","56.14"
"112.38","1208.97","374.71","377.48","35.03","123.14","40.56","74.33","1312","51.55","87","86","56.14"
"111.16","1210.98","436.58","412.68","36.46","127.18","40.24","77.12","1304","51.35","86.90","86","56.04"
"114.67","1233.96","487.77","452.29","38.55","131.76","37.29","94.98","1416","51.26","86.90","86","56.14"
"152.67","1323.96","664.79","683.18","40.78","191.96","38.40","94.98","1745","51.26","86.80","86","56.14"
"190.58","1479.97","766.17","733.77","43.20","243.76","38.39","94.98","2050","51.26","86.80","86","56.14"
"253.45","1548","858.55","859.19","45.02","309.15","38.59","94.98","2271","51.35","86.70","86","56.14"
"275.65","1699.97","951.66","964.75","46.67","341.95","37.80","94.98","2339","51.45","86.60","86","56.23"
"301.67","1795.92","1035.89","1046.19","48.15","376.29","37.54","94.98","2417","51.75","86.50","86","56.23"
"321.05","1842.98","1122.56","1129.69","50.05","399.33","37.39","94.98","2481","52.04","86.40","86","56.23"
"349.05","1902.95","1240.48","1257.26","52.00","428.17","36.89","93.68","2579","52.43","86.40","86","56.23"
"389.56","1990.93","1338.74","1351.75","54.51","468.15","36.46","94.98","2656","53.02","86.40","86","56.33"
"436.33","2101.99","1441.46","1459.56","57.24","512.17","35.93","94.45","2768","53.95","86.50","86","56.33"
"454.26","2156.92","895.59","909.78","45.90","503.39","38.24","83.41","2843","54.74","86.60","86","56.43"
"350.04","1964.93","1290.36","1232.95","52.65","374.23","37.84","94.98","2241","55.42","86.80","87","56.33"
"316.78","2028.93","1189.75","1217.68","52.42","389.94","38.86","94.98","2268","55.91","87","87","56.43"
"327.46","2030.94","1209.47","1206.7","51.94","401.39","37.73","94.98","2312","56.36","87.20","87","56.43"
"330.59","2028.93","1229.59","1217.68","52.17","409.86","38.48","94.98","2362","56.85","87.40","87","56.43"
"336.08","2015.93","1216.58","1235.25","52.29","417.18","37.49","94.98","2404","57.14","87.70","88","56.43"
"346.68","2022.98","1258.46","1250.68","52.69","426.03","38.14","94.98","2457","57.63","87.90","88","56.43"
"357.75","2032.96","1261.48","1272.56","53.21","437.17","37.26","94.98","2509","58.12","88.10","88","56.43"
"369.73","2056.94","1310.98","1301.25","54.07","451.90","36.48","94.98","2552","58.61","88.30","88","56.43"
"389.94","2112.97","1352.94","1343.06","55.11","472.57","36.76","94.83","2593","59.25","88.40","88","56.53"
"420.08","2176.97","1407.64","1435.48","56.82","497.14","36.36","94.75","2651","59.84","88.60","88","56.43"
"455.79","2268.98","1497.47","1490.36","58.87","528.95","35.75","94.37","2711","60.62","88.70","88","56.53"
"487.07","2353.94","1547.25","1551.98","60.93","560.46","35.43","92.58","2770","61.65","88.90","89","56.63"
"512.85","2419.96","1573.53","1562.96","58.10","596.86","50.98","94.98","2812","62.53","89","89","56.63"
"395.67","1956.97","744.98","707.4","43.68","420.08","38.46","94.98","2432","63.03","89.10","89","56.63"
"296.56","1862.94","1030.69","1068.16","48.51","359.58","38.80","94.98","2281","63.12","89.30","89","56.63"
"296.48","1904.96","1027.98","1021.88","49.57","368.05","38.68","94.98","2286","63.22","89.50","89","56.53"
"302.66","1928.95","1050.87","1087.86","49.39","376.90","37.82","94.98","2300","63.22","89.70","89","56.53"
"306.63","1953.95","1114.66","1096.69","50.11","383.99","37.94","94.98","2323","63.22","89.80","90","56.53"
"313.73","1964.93","1111.30","1136.29","50.79","389.33","37.23","94.98","2340","63.12","90","90","56.63"
"321.58","1975.92","1158.68","1151.66","50.81","395.44","37.68","94.98","2339","63.22","90","90","56.53"
"324.64","1986.9","1153.26","1156.06","51.40","399.86","36.61","94.98","2375","63.42","90.10","90","56.53"
"289.39","1930.97","390.07","535.79","23.16","369.50","41.05","46.42","2350","63.22","90.20","90","56.53"
"243.76","1410.94","360.01","326.92","34.61","272.30","41.64","51.89","2325","62.53","90.20","90","56.53"
"221.18","1317.92","359.00","368.7","34.84","252.15","42.19","52.06","2297","62.34","90.30","90","56.43"
"210.27","1278.92","358.40","357.67","37.14","239.87","38.68","52.00","2272","62.04","90.20","90","56.23"
"201.5","1252.92","665.98","698.57","41.66","230.33","42.33","53.90","2246","61.65","90.20","90","56.23"
"197.07","1233.96","693.66","700.91","42.03","224.77","42.19","58.33","2212","61.21","90.10","89","56.14"
"192.57","1222.98","698.80","698.57","42.15","219.35","42.13","63.11","2176","60.62","89.90","89","56.14"
"188.98","1214.92","699.76","694.16","41.98","215.23","41.84","68.64","2162","60.23","89.80","89","56.14"
"185.09","1201.92","699.99","694.16","41.94","210.27","41.73","73.15","2133","59.74","89.60","89","56.04"
"183.87","1195.97","699.99","694.16","41.92","206.68","41.55","78.03","2105","59.35","89.30","89","56.04"
"178.07","1186.91","699.99","700.91","41.98","201.95","41.59","82.72","2074","58.96","89.10","88","56.04"
"176.78","1180.96","699.99","698.57","41.95","198.14","41.66","87.53","2054","58.41","88.90","88","56.04"
"175.63","1180.96","699.99","698.57","41.93","195.85","41.59","91.82","2025","58.02","88.60","88","56.04"
"172.88","1178.94","699.99","700.91","41.85","193.56","41.71","94.98","1999","57.63","88.40","88","56.04"
"172.66","1180.96","382.89","368.7","35.32","194.17","39.62","94.98","2026","57.34","88.20","87","56.04"
"174.87","1312.98","637.77","621.65","41.68","215.84","38.34","88.11","1991","57.04","88","87","56.04"
"212.86","1477.96","460.29","447.88","36.32","240.79","40.88","86.60","1957","56.85","87.70","87","56.04"
"190.74","1327.99","343.47","311.48","34.38","210.73","41.37","94.98","1959","56.36","87.50","87","56.14"
"175.48","1225.91","342.46","348.98","34.45","194.32","41.88","94.98","1935","55.91","87.30","87","56.14"
"167.16","1184.98","461.48","370.9","39.47","186.77","40.74","94.98","1898","55.62","87.10","86","56.04"
"162.13","1167.95","670.08","698.57","41.63","181.05","41.69","94.98","1867","55.33","86.90","86","56.04"
"157.09","1161.91","694.26","714","41.80","177.77","42.02","94.98","1840","55.03","86.70","86","56.04"
"154.5","1152.94","698.98","700.91","41.91","174.33","42.19","94.98","1810","54.74","86.60","86","56.04"
"149.54","1150.93","699.76","689.88","41.71","168.08","41.72","94.98","1729","54.54","86.40","86","56.04"
"141.83","1148.91","699.99","692.05","41.67","158.16","41.64","94.98","1644","54.35","86.20","85","56.04"
"132.45","1139.94","699.99","700.91","41.70","148.55","41.70","94.98","1576","53.95","86.10","85","56.04"
"129.47","1130.97","699.99","702.97","41.64","144.96","41.76","94.98","1562","53.76","85.90","85","56.04"
"126.27","1120.99","699.99","696.46","27.97","142.60","50.78","94.98","1547","53.51","85.70","85","55.94"
"124.67","1116.96","322.01","318.06","33.76","140.15","42.14","94.98","1529","53.22","85.60","85","56.04"
"123.37","1113.94","321.00","311.48","33.82","137.79","41.81","94.63","1510","53.12","85.50","85","55.94"
"127.49","1143.97","427.29","436.85","36.41","146.56","40.42","94.93","1560","52.92","85.40","85","56.04"
"131.46","1212.91","348.70","348.98","34.05","146.64","41.47","89.33","1474","52.82","85.30","85","56.04"
"124.13","1158.98","318.79","296.09","33.87","138.25","41.52","94.12","1481","52.73","85.10","85","56.04"
"119.48","1126.94","317.78","331.29","33.88","133.06","41.93","94.33","1456","52.43","85.10","84","56.04"
"116.2","1111.92","315.79","326.92","33.70","127.95","42.42","94.10","1423","52.24","84.90","84","56.04"
"111.24","1103.96","314.51","318.06","33.67","124.67","42.47","93.92","1404","52.14","84.80","84","55.94"
"110.78","1096.91","313.77","313.68","33.61","122.68","42.28","93.87","1390","51.84","84.80","84","55.94"
"108.03","1092.97","312.58","313.68","33.73","120.24","42.19","94.03","1359","51.65","84.70","84","55.94"
"98.5","1092.97","305.19","285.2","33.55","105.74","41.56","94.98","1186","51.45","84.60","84","55.94"
"90.03","1073.93","306.16","313.68","33.46","103.07","41.49","94.58","1317","51.35","84.50","84","55.94"
"106.74","1084.91","336.48","331.29","34.41","131.76","40.59","93.99","1612","51.06","84.50","84","55.94"
"161.67","1175.92","678.57","709.6","41.60","183.26","39.53","94.98","1770","51.06","84.40","84","56.04"
"184.94","1434.93","739.48","720.58","42.63","214.16","38.56","94.98","1806","51.35","84.20","84","56.04"
"205.46","1573.9","805.69","808.58","43.81","244.07","38.76","94.98","1843","51.35","84.10","83","56.14"
"217.9","1616.94","634.06","634.88","40.47","256.35","36.34","94.98","1952","51.35","83.90","83","56.14"
"191.65","1633.96","810.98","764.66","44.37","215.00","39.12","94.98","1587","51.35","83.80","83","56.23"
"190.05","1648.98","770.76","777.76","42.68","223.16","38.57","94.98","1631","51.45","83.80","83","56.23"
"198.75","1663.99","839.70","837.18","44.20","234.38","38.81","94.98","1651","51.55","83.90","84","56.23"
"205.39","1680.93","857.68","845.96","44.40","242.69","38.78","94.98","1689","51.55","83.90","84","56.23"
"210.5","1697.96","868.84","856.94","44.45","250.63","38.53","94.98","1739","51.65","84.10","84","56.23"
"215.38","1701.99","859.97","854.77","44.53","255.36","38.72","94.98","1773","51.75","84.30","84","56.23"
"219.35","1712.98","866.90","861.26","44.65","259.63","38.82","94.98","1803","52.04","84.50","84","56.23"
"222.63","1710.96","866.99","863.6","44.53","264.29","38.53","94.98","1823","52.14","84.60","84","56.23"
"225.07","1712.98","867.65","872.38","44.53","269.47","38.43","94.98","1843","52.24","84.80","85","56.23"
"227.97","1718.93","870.77","878.96","44.72","273.90","38.73","94.98","1904","52.43","84.90","85","56.23"
"234.07","1735.96","880.98","878.96","44.76","286.18","38.49","94.98","1942","52.73","85.10","85","56.23"
"238.65","1750.97","890.38","892.05","45.08","289.77","38.42","94.37","1947","52.92","85.20","85","56.23"
"229.27","1663.99","404.40","390.67","35.14","257.19","40.57","92.18","1820","53.02","85.40","85","56.23"
"150","1410.94","317.28","289.6","33.25","159.08","41.36","93.31","1466","52.82","85.50","85","56.23"
"125.43","1218.95","316.39","307.08","33.55","139.16","41.75","94.98","1436","52.53","85.60","85","56.23"
"117.04","1146.99","315.01","326.92","33.57","129.47","42.12","94.75","1411","52.43","85.70","85","56.14"
"111.39","1122.91","592.69","597.5","40.24","124.89","41.61","94.45","1387","52.43","85.80","85","56.14"
"108.03","1111.92","680.15","707.4","41.41","120.09","42.14","94.37","1359","52.33","86","86","56.04"
"116.27","1116.96","486.80","447.88","38.95","141.68","38.60","94.98","1414","52.33","86","86","56.04"
"141.15","1295.95","645.68","641.49","40.76","173.88","39.40","94.98","1699","52.43","86.10","86","56.04"
"189.67","1443.99","706.25","718.38","41.70","225.07","38.64","94.98","1815","52.73","86","85","56.04"
"205.46","1577.93","803.99","810.76","43.65","244.75","38.42","94.98","1823","52.73","85.90","85","56.14"
"214.39","1641.93","838.78","837.18","44.05","259.48","38.72","94.98","1859","52.92","85.80","85","56.14"
"222.63","1688.99","854.17","854.77","44.45","267.64","38.73","94.98","1867","52.92","85.70","85","56.23"
"226.44","1714.99","865.57","850.36","44.72","271.99","38.51","94.98","1873","53.12","85.60","85","56.23"
"229.72","1727.99","875.08","872.38","44.69","275.42","38.69","94.98","1882","53.22","85.60","85","56.23"
"231.48","1740.99","883.27","876.69","44.83","278.10","38.80","94.98","1891","53.51","85.60","85","56.23"
"232.09","1742.91","820.55","876.69","42.40","279.16","42.79","84.13","1845","53.66","85.70","85","56.23"
"207.06","1658.96","507.49","469.76","37.47","242.24","39.94","84.61","1889","53.66","85.80","85","56.23"
"217.97","1633.96","801.65","823.99","44.10","252.84","38.12","94.98","1925","53.85","85.90","85","56.23"
"228.43","1706.93","871.46","881.07","44.96","265.43","38.53","94.98","1926","54.05","86","86","56.23"
"234.45","1738.98","879.65","876.69","42.48","272.53","51.84","50.05","1839","54.35","86.20","86","56.23"
"196.23","1436.94","336.29","313.68","33.59","204.93","41.41","94.77","1564","54.05","86.20","86","56.14"
"125.66","1263.99","314.88","326.92","33.36","140.38","42.11","94.75","1427","53.85","86.30","86","56.14"
"113.76","1169.97","311.20","318.06","33.47","123.60","42.21","94.86","1329","53.76","86.50","86","56.14"
"99.03","1120.99","642.50","663.37","41.05","109.33","41.65","94.98","1243","53.66","86.50","86","56.04"
"92.47","1092.97","689.37","696.46","41.41","101.62","41.89","94.98","1138","53.66","86.60","86","56.04"
"88.27","1066.97","697.97","709.6","41.45","106.89","42.04","94.26","1370","53.51","86.80","86","56.04"
"105.13","1075.94","699.58","698.57","41.41","118.03","41.89","93.99","1378","53.51","86.80","86","56.04"
"105.13","1088.94","699.90","700.91","41.43","117.80","41.83","94.09","1369","53.31","86.90","86","56.04"
"105.59","1092.97","699.99","698.57","41.30","118.03","41.79","94.10","1366","53.22","86.80","86","56.04"
"105.59","1090.96","699.99","700.91","41.36","117.49","42","94.14","1361","53.12","86.70","86","55.94"
"104.68","1088.94","699.99","702.97","41.30","117.19","42.02","94.05","1361","53.12","86.70","86","55.94"
"105.06","1088.94","699.99","700.91","41.29","117.27","41.86","94.09","1358","53.02","86.50","86","55.94"
"105.74","1088.94","699.99","702.97","41.41","116.58","41.76","94.09","1355","52.92","86.40","86","55.94"
"104.52","1086.93","699.99","696.46","41.35","116.66","41.76","94.10","1347","52.82","86.40","86","55.94"
"100.79","1086.93","699.99","700.91","41.35","111.54","41.81","94.55","1293","52.73","86.20","86","55.94"
"95.06","1084.91","699.99","689.88","41.47","104.07","41.55","94.98","1202","52.73","86.20","86","56.04"
"89.04","1071.91","699.99","714","41.46","97.28","41.81","94.98","1106","52.73","86","85","55.94"
"83.54","1058.91","699.99","698.57","41.46","91.86","41.76","94.98","1038","52.73","86","85","56.04"
"79.58","1045.91","699.99","698.57","41.33","86.44","41.79","94.98","1027","52.53","85.90","85","56.04"
"89.34","1032.91","699.99","709.6","41.39","97.12","42.26","94.98","1144","52.43","85.90","85","56.04"
"84.15","1045.91","699.99","707.4","41.46","93.39","41.92","94.98","1073","52.53","85.90","85","56.04"
"81.56","1041.98","699.99","692.05","41.51","88.58","41.61","94.98","994","52.53","85.90","85","56.04"
"77.67","1028.98","699.99","702.97","41.39","92.09","41.81","94.98","1191","52.43","85.80","85","56.04"
"86.82","1037.95","699.99","702.97","41.39","95.98","42.44","94.98","1143","52.53","85.80","85","56.04"
"84.46","1045.91","699.99","709.6","41.27","91.94","42.40","94.98","1028","52.53","85.80","85","56.04"
"74.24","1041.98","619.98","696.46","23.85","77.44","50.88","94.98","757","52.53","85.80","85","56.04"
"62.18","1024.95","315.01","309.28","33.37","66.45","42.57","94.98","720","52.43","85.80","85","56.04"
"57.45","1011.95","315.01","298.29","33.47","64.09","42.30","94.98","720","52.33","85.80","85","56.04"
"56.99","1002.97","315.01","311.48","33.61","63.78","42.14","94.98","710","52.33","85.90","85","56.04"
"54.47","1002.97","315.01","311.48","33.64","61.88","42.37","94.98","715","52.24","85.90","85","56.04"
"55.39","1002.97","315.01","315.88","33.67","62.49","41.94","94.98","721","52.24","85.90","85","56.14"
"55.08","1007.92","315.01","318.06","33.77","62.94","42.01","94.98","721","52.24","85.90","86","56.14"
"55.92","1007.92","315.01","318.06","33.62","63.25","42.34","94.98","722","52.24","86","86","56.14"
"55.47","1007.92","315.01","315.88","33.57","62.33","42.42","94.98","716","52.33","86.10","86","56.14"
"55.54","1002.97","315.01","315.88","33.61","67.98","41.86","94.98","850","52.33","86.20","86","56.14"
"71.49","1013.96","405.37","370.9","36.55","97.73","38.28","94.60","1439","52.43","86.30","86","56.23"
"150.45","1175.92","675.86","672.29","41.39","186.24","38.94","94.98","1879","53.02","86.30","86","56.14"
"203.86","1443.99","767.96","771.27","43.15","247.65","38.68","94.98","2035","53.76","86.40","86","56.23"
"236.13","1609.98","845.54","839.38","44.31","281.15","38.13","94.98","2021","54.35","86.50","86","56.23"
"246.28","1708.95","890.57","883.36","44.99","301.59","38.27","94.98","2101","54.74","86.50","86","56.33"
"266.96","1746.94","406.61","656.85","22.74","294.65","38.96","80.39","2055","55.33","86.60","86","56.33"
"212.02","1451.95","341.18","318.06","33.53","223.16","41.98","94.98","1647","55.42","86.80","87","56.33"
"116.04","1321.95","311.30","291.71","33.24","118.33","41.73","94.98","1062","55.52","87","87","56.33"
"84.53","1161.91","315.01","318.06","33.41","91.86","42.19","94.98","911","55.52","87.20","87","56.23"
"63.17","1088.94","315.01","333.5","33.52","69.58","42.79","94.98","751","55.42","87.50","87","56.23"
"60.73","1041.98","315.01","315.88","33.49","70.50","42.54","94.98","775","55.42","87.70","88","56.23"
"59.66","1024.95","315.01","313.68","33.69","66.99","42.41","94.98","731","55.42","87.90","88","56.23"
"57.83","1015.97","315.01","318.06","33.59","63.86","42.47","94.98","713","55.42","88.10","88","56.23"
"56.53","1007.92","315.01","313.68","33.59","63.17","42.29","94.98","718","55.42","88.30","88","56.23"
"56.76","1002.97","315.01","318.06","33.47","63.25","42.42","94.98","719","55.42","88.40","88","56.23"
"53.33","1004.99","315.01","311.48","33.52","61.80","42.37","94.98","720","55.42","88.50","88","56.23"
"55.54","1007.92","315.01","315.88","33.41","63.48","42.10","94.98","726","55.42","88.60","88","56.23"
"55.54","1007.92","315.01","318.06","33.55","62.26","42.28","94.98","722","55.42","88.70","88","56.23"
"55.24","1007.92","315.01","320.4","33.55","62.49","42.04","94.98","723","55.42","88.70","88","56.23"
"56.23","1007.92","320.40","318.06","33.98","58.29","40.11","94.98","1008","55.42","88.80","88","56.23"
"120.47","1075.94","592.09","593.1","40.12","152.97","38.90","94.98","1736","55.91","88.80","88","56.33"
"182.35","1340.99","720.08","722.79","42.10","226.29","38.69","94.98","2061","56.55","88.80","88","56.33"
"244.45","1511.92","860.66","859.19","44.93","312.43","40.73","71.02","2572","57.34","88.80","89","56.33"
"236.06","1483.91","340.86","300.59","33.28","229.65","42.24","91.81","1506","57.73","88.90","89","56.43"
"119.17","1282.95","314.88","278.57","33.19","144.04","42.08","94.57","1442","57.83","89","89","56.33"
"116.96","1173.91","418.37","392.87","36.57","143.59","38.42","94.98","1497","58.02","89","89","56.33"
"138.09","1310.96","419.89","463.27","34.96","162.36","41.69","92.05","1596","58.32","89.20","89","56.33"
"152.44","1272.97","392.50","370.9","35.03","171.97","40.47","92.07","1677","58.41","89.30","89","56.43"
"158.77","1269.95","489.37","509.37","37.15","185.63","40.47","91.79","1802","58.61","89.50","89","56.43"
"118.26","1327.99","408.21","397.27","35.33","124.06","40.52","91.76","1224","58.96","89.60","89","56.43"
"110.63","1263.99","429.59","432.48","35.92","123.37","40.44","93.38","1261","58.96","89.80","89","56.43"
"118.26","1254.93","609.75","557.9","39.83","142.06","39.52","94.98","1384","58.96","89.80","89","56.43"
"143.66","1361.96","646.88","665.57","40.29","166.09","39.53","94.98","1507","59.15","90","90","56.43"
"165.87","1464.96","697.79","692.05","41.26","195.85","38.95","94.98","1639","59.35","90","90","56.43"
"191.27","1575.92","781.06","784.41","43.07","227.59","38.38","94.98","1771","59.64","90.10","90","56.43"
"213.55","1656.94","835.16","841.58","43.88","257.57","38.53","94.98","1884","59.84","90.10","90","56.43"
"232.62","1708.95","863.46","867.97","44.32","284.96","38.14","94.98","2007","59.94","90.20","90","56.53"
"252.69","1744.93","586.17","718.38","38.02","291.52","44.41","45.80","2073","60.23","90.40","90","56.53"
"212.48","1438.95","341.45","296.09","33.47","217.90","41.18","94.98","1751","60.03","90.50","90","56.53"
"133.13","1280.93","316.21","320.4","33.12","141.07","42.31","94.65","1417","60.03","90.60","90","56.53"
"111.47","1156.97","311.57","322.46","33.25","122.00","42.52","94.88","1342","60.03","90.80","90","56.43"
"100.86","1113.94","308.36","300.59","33.21","112.46","41.94","94.90","1303","60.03","90.90","91","56.43"
"99.26","1092.97","307.67","311.48","33.35","109.18","41.94","94.82","1291","60.03","91","91","56.43"
"95.29","1084.91","306.30","302.7","33.25","106.05","41.83","94.90","1267","60.03","91.20","91","56.33"
"92.7","1075.94","305.19","309.28","33.25","103.00","42.19","94.98","1234","60.03","91.20","91","56.33"
"90.03","1066.97","306.75","309.28","33.32","100.25","42.28","94.98","1203","60.03","91.30","91","56.33"
"89.49","1060.93","307.76","304.96","33.32","97.73","42.01","94.98","1174","60.03","91.30","91","56.33"
"90.87","1062.94","360.70","357.67","34.40","106.43","40.79","93.78","1240","60.03","91.30","91","56.33"
"101.78","1128.95","455.00","476.37","36.84","111.85","40.63","94.98","1240","60.23","91.30","91","56.33"
"111.54","1201.92","598.35","608.4","39.55","124.89","39.57","94.98","1292","60.23","91.30","91","56.43"
"131.69","1293.93","619.61","619.47","40.05","147.17","39.52","94.98","1402","60.23","91.30","91","56.43"
"145.04","1378.99","649.77","652.47","40.39","165.94","39.73","94.98","1470","60.23","91.20","91","56.43"
"159.53","1453.97","684.56","680.98","41.02","184.63","39.25","94.98","1500","60.03","91.10","91","56.53"
"143.05","1438.95","316.30","265.29","32.75","158.46","42.05","91.12","1437","59.94","91.10","91","56.53"
"122.99","1214.92","316.21","291.71","33.21","136.87","40.61","94.26","1449","59.74","91.10","91","56.53"
"129.47","1225.91","627.66","623.76","40.12","148.70","39.39","94.98","1489","59.64","91.20","91","56.53"
"153.28","1387.96","665.89","680.98","40.96","173.95","39.17","94.98","1547","59.84","91.30","91","56.43"
"168.54","1490.96","689.46","663.37","41.68","197.07","38.74","94.98","1611","59.84","91.30","91","56.53"
"232.24","1524.92","836.26","841.58","44.02","293.58","38.75","94.98","2256","59.84","91.30","91","56.53"
"263.68","1669.94","897.97","907.58","45.20","328.37","37.77","94.98","2341","60.03","91.30","91","56.63"
"294.19","1752.98","1001.06","993.37","47.21","370.03","37.51","84.81","2490","60.33","91.30","91","56.63"
"264.74","1432.91","362.58","360.01","33.85","295.26","42.14","51.41","2372","60.23","91.40","91","56.82"
"196.46","1361.96","355.19","346.68","34.67","206.15","39.42","91.71","1875","60.23","91.50","91","56.63"
"200.88","1528.95","798.94","835.06","43.44","232.85","39.10","94.98","1890","60.52","91.60","91","56.63"
"222.48","1665.92","773.76","793.19","42.26","258.64","40.30","74.54","1924","60.72","91.70","91","56.63"
"217.06","1618.95","524.80","472.06","37.55","264.74","39.42","77.55","2003","60.62","91.70","91","56.63"
"190.13","1586.91","774.68","707.4","43.86","212.48","38.85","94.98","1667","60.62","91.80","91","56.63"
"200.88","1671.96","825.18","832.77","43.79","227.97","38.75","94.98","1680","60.62","91.90","91","56.63"
"234.68","1678.92","893.06","883.36","45.11","292.97","40.24","94.98","2238","60.62","91.90","91","56.82"
"262.38","1742.91","916.27","878.96","45.65","319.45","37.99","94.98","2193","60.62","92","92","56.82"
"238.96","1646.96","352.16","366.5","33.49","266.50","42.45","69.90","2116","60.33","92","92","56.82"
"167.09","1353.99","334.00","322.46","33.42","174.26","42.01","94.98","1491","60.03","92.10","92","56.82"
"118.79","1214.92","309.28","329.09","33.11","125.28","42.44","94.92","1264","59.74","92.10","92","56.63"
"96.13","1141.95","310.88","304.96","33.40","104.14","41.68","94.98","1152","59.64","92.10","92","56.63"
"88.88","1096.91","308.86","313.68","33.39","104.98","41.64","94.88","1280","59.35","92.10","92","56.53"
"104.75","1086.93","313.77","309.28","33.43","119.78","41.70","94.31","1365","59.35","92.10","92","56.53"
"96.28","1096.91","305.56","311.48","33.22","105.29","42.03","94.98","1224","59.15","92.10","92","56.53"
"87.74","1084.91","621.65","656.85","40.57","95.67","41.70","94.98","1061","59.15","92.10","92","56.43"
"78.43","1062.94","685.47","702.97","41.31","85.76","54.29","94.98","951","59.05","92.10","92","56.43"
"117.88","1088.94","580.78","562.3","39.27","150.15","39.32","94.98","1678","59.05","92.10","92","56.43"
