"Воздушная масса: Заданное значение[kg/h]","Давление заряда воздуха, фактическое[mbar]","Давление магистрали, уставка[бар]","Действительное давление в рейке[bar]","Клапан регулировки давления в рейке , активация[%]","Масса воздуха[кг/ч]","Подача активации управляющего клапана [%]","Регулятор нагнетаемого давления , активация[%]","Скорость вращения двигателя[об/мин]","Температура воздуха на впуске[degree C]","Температура двигателя[degree C]","Температура охлаждающей жидкости[degree C]","Температура топлива[degree C]"
"182.19","1549.92","743.29","735.97","44.06","221.48","39.16","94.98","1728","62.53","97.30","97","62.41"
"204.17","1648.98","745.67","747","44.99","249.56","38.54","88.79","1838","62.53","97.40","97","62.51"
"190.89","1517.97","337.58","357.67","34.97","219.27","42.69","92.70","1801","62.44","97.40","97","62.51"
"142.29","1338.98","322.19","318.06","34.76","148.55","42.10","94.86","1247","62.14","97.60","97","62.51"
"93.39","1188.92","310.79","311.48","34.76","103.07","42.32","94.98","1066","62.04","97.60","97","62.41"
"78.05","1101.94","315.01","309.28","34.94","88.20","41.90","94.98","1077","61.85","97.80","97","62.22"
"82.4","1060.93","345.49","353.35","35.76","89.88","42.45","94.98","1006","61.65","97.90","98","62.22"
"73.4","1045.91","349.21","351.09","35.87","80.64","42.50","94.98","851","61.65","98","98","62.22"
"58.67","1028.98","315.01","329.09","34.89","65.38","42.87","94.98","726","61.46","98","98","62.12"
"61.04","1007.92","315.61","313.68","34.93","76.14","41.81","94.98","1055","61.21","98.10","98","62.12"
"99.95","1041.98","372.28","384.09","36.71","108.95","40.31","94.98","1344","61.21","98","97","62.22"
"124.97","1195.97","559.69","599.59","40.70","132.75","39.84","94.98","1434","61.46","98","97","62.22"
"140.46","1314.99","639.47","647.98","42.19","169.30","39.91","94.98","1602","61.46","97.90","97","62.22"
"172.35","1434.93","369.80","447.88","23.26","197.30","41.01","89.52","1702","61.65","97.80","97","62.41"
"131.99","1263.99","311.80","291.71","34.57","131.23","41.62","94.78","1206","61.46","97.70","97","62.41"
"80.57","1148.91","315.01","311.48","34.90","86.06","42.45","94.98","843","61.01","97.60","97","62.41"
"61.65","1071.91","315.01","326.92","35.07","69.43","42.99","94.98","724","60.92","97.50","97","62.22"
"57.37","1032.91","315.01","318.06","35.00","64.85","42.53","94.98","722","60.62","97.50","97","62.22"
"55.77","1015.97","315.01","315.88","34.86","62.87","42.21","94.98","828","60.52","97.50","97","62.22"
"89.65","1032.91","437.68","414.88","38.48","106.05","40.04","94.98","1408","60.52","97.60","97","62.22"
"145.88","1186.91","662.36","672.29","43.01","179.14","39.30","94.98","1858","60.62","97.70","97","62.22"
"188.83","1436.94","636.67","647.98","42.93","217.97","36.97","94.98","1884","61.01","97.70","97","62.41"
"203.48","1626.91","822.24","832.77","45.89","243.46","38.85","94.98","1849","61.36","97.70","97","62.41"
"224.69","1710.96","848.16","850.36","46.33","273.59","38.83","94.98","1967","61.46","97.60","97","62.51"
"247.35","1735.96","876.78","867.97","46.93","310.44","38.24","94.98","2183","61.65","97.50","97","62.51"
"279.7","1757.93","954.09","958.08","48.45","353.78","38.01","94.98","2436","62.04","97.50","97","62.66"
"224.69","1832.91","1006.88","986.77","49.33","275.58","39.16","94.98","1745","62.34","97.50","97","62.66"
"227.59","1823.94","949.21","962.46","48.56","277.26","38.20","94.98","1843","62.53","97.60","97","62.86"
"238.27","1816.98","929.37","938.38","48.05","292.36","38.44","94.98","1961","62.83","97.70","98","62.86"
"250.55","1823.94","921.36","911.98","47.68","310.98","38.47","94.98","2073","62.83","97.90","98","62.86"
"263.29","1832.91","923.89","938.38","47.71","329.29","38.22","94.98","2166","63.12","98.10","98","62.86"
"279.09","1836.94","956.15","964.75","48.45","350.88","38.04","94.98","2288","63.22","98.30","98","62.86"
"294.35","1851.95","997.75","997.75","49.36","374.07","38.07","94.98","2388","63.52","98.40","98","62.95"
"303.73","1862.94","752.07","740.35","44.15","373.85","38.81","79.27","2506","63.96","98.50","98","62.95"
"267.64","1827.97","958.17","960.28","48.64","313.34","38.62","94.98","1992","64.15","98.60","98","62.95"
"247.35","1855.98","935.38","927.35","48.20","303.43","38.90","94.98","1990","64.25","98.70","98","62.95"
"237.28","1793.91","599.77","562.3","40.73","280.46","39.71","73.77","2031","64.25","98.80","98","62.86"
"215.99","1667.93","478.89","498.48","38.19","231.56","41.70","93.71","1581","64.25","98.90","99","62.86"
"164.26","1498.92","446.28","439.1","38.10","184.56","40.62","92.69","1589","63.86","99","99","62.86"
"152.36","1428.97","518.06","496.27","40.27","175.55","38.03","94.98","1582","63.61","99.10","99","62.66"
"166.78","1511.92","705.38","731.66","41.65","194.55","48.94","77.94","1537","63.61","99.10","99","62.66"
"143.59","1357.93","321.36","263.09","35.00","160.14","41.66","94.20","1514","63.12","99.10","99","62.51"
"121.39","1201.92","317.88","311.48","35.14","138.17","42.25","94.98","1454","62.83","99.10","99","62.51"
"125.12","1154.95","508.77","443.51","41.41","155.95","38.24","92.00","1547","62.53","99.10","99","62.41"
"175.94","1383.93","714.28","729.37","43.40","221.18","38.54","94.98","2102","62.53","99.10","98","62.41"
"220.26","1586.91","813.05","784.41","46.43","290.53","38.32","94.98","2338","62.53","99","98","62.41"
"303.43","1622.98","1034.47","1057.17","51.19","389.56","37.31","94.67","2771","62.73","98.90","98","62.41"
"370.34","1799.95","1278.87","1290.26","55.07","455.56","36.59","94.98","2898","62.83","98.70","98","62.51"
"423.9","1919.98","1011.76","1030.69","48.70","485.69","40.11","84.65","2986","63.12","98.50","98","62.66"
"301.14","1812.95","1094.85","1105.47","51.60","374.99","38.35","94.98","2414","63.22","98.30","98","62.66"
"316.4","1913.94","1106.66","1114.25","50.51","378.73","39.24","94.98","2098","63.22","98.20","98","62.66"
"253.68","1919.98","949.87","947.1","49.44","307.09","40.24","94.98","1975","63.22","98.10","98","62.66"
"251.16","1887.94","970.40","973.58","48.80","307.70","38.79","94.98","1961","63.12","98.10","98","62.51"
"251.09","1870.91","952.07","951.47","48.55","310.06","38.46","86.95","2007","62.83","98.10","98","62.66"
"227.97","1787.96","510.29","450","36.16","292.97","50.32","87.57","1791","62.53","98.10","98","62.51"
"154.34","1438.95","323.57","282.86","34.97","174.26","41.76","94.98","1553","62.04","98.10","98","62.51"
"131.84","1235.98","322.28","322.46","35.27","151.14","42.38","94.98","1534","61.46","98.10","98","62.41"
"123.75","1167.95","335.47","318.06","35.78","142.14","42.14","94.98","1513","61.21","98.10","98","62.22"
"121.54","1146.99","347.28","344.57","36.02","137.87","42.35","94.98","1500","60.72","98.10","98","62.12"
"119.17","1135.91","349.48","353.35","36.02","134.66","42.46","94.98","1482","60.33","98.10","98","62.02"
"115.13","1124.92","349.89","348.98","36.09","131.99","42.43","94.98","1456","59.94","98.10","97","62.02"
"114.98","1118.97","349.99","348.98","36.08","128.56","42.39","94.65","1440","59.45","97.90","97","61.92"
"110.63","1111.92","349.99","355.46","36.13","125.73","42.48","94.50","1420","59.15","97.70","97","61.92"
"109.25","1107.99","349.99","346.68","36.11","121.77","42.46","94.28","1383","58.61","97.50","97","61.83"
"101.93","1101.94","349.99","353.35","36.03","115.36","42.76","94.53","1330","58.22","97.20","96","61.73"
"97.43","1092.97","349.99","337.99","35.98","109.56","41.99","94.75","1294","57.83","97","96","61.73"
"108.49","1122.91","389.47","423.76","37.03","119.86","40.99","94.98","1351","57.53","96.70","96","61.73"
"122.83","1254.93","615.89","658.96","42.19","141.76","40.02","94.98","1384","57.14","96.40","96","61.73"
"136.03","1355.91","629.68","628.16","41.96","155.87","39.97","94.98","1399","56.85","96.10","95","61.73"
"141.15","1413.96","652.47","645.87","42.37","165.25","39.86","94.98","1416","56.36","95.80","95","61.92"
"148.78","1455.98","669.85","676.6","42.67","172.35","39.67","94.98","1414","56.01","95.60","95","61.92"
"152.9","1490.96","692.14","694.16","43.05","178.23","39.47","94.98","1435","55.62","95.40","95","62.02"
"158.54","1515.95","707.08","698.57","43.38","182.73","39.55","94.98","1441","55.33","95.20","94","62.02"
"161.06","1535.91","715.77","709.6","43.45","187.53","39.58","94.98","1462","55.03","95","94","61.92"
"166.93","1528.95","741.36","709.6","44.28","216.14","39.01","94.98","1768","54.74","95","94","61.92"
"210.96","1628.93","817.87","837.18","45.94","258.95","38.96","94.98","1878","54.54","94.90","94","61.92"
"226.37","1729.91","864.60","867.97","47.00","276.95","38.60","94.98","1897","54.54","94.80","94","61.92"
"234.99","1774.96","887.58","881.07","47.16","287.56","38.74","94.98","1920","54.44","94.70","94","61.92"
"235.83","1791.99","629.26","626.1","40.34","277.87","41.29","69.43","1910","54.35","94.60","94","61.92"
"178","1622.98","493.06","434.65","39.17","198.67","39.65","94.98","1581","54.05","94.50","94","61.92"
"167.54","1549.92","518.15","529.18","39.39","188.07","40.40","94.47","1542","53.95","94.40","94","61.92"
"161.14","1502.95","502.01","509.37","39.31","181.35","40.28","94.98","1534","53.76","94.30","94","61.73"
"156.18","1464.96","504.87","507.26","39.54","177.23","40.05","94.98","1534","53.66","94.30","94","61.73"
"156.63","1462.94","529.46","542.46","40.02","177.39","40.06","94.98","1534","53.31","94.30","94","61.73"
"157.85","1466.97","517.05","518.29","39.76","178.99","40.34","94.98","1539","53.22","94.30","94","61.73"
"158.77","1466.97","516.87","522.69","39.67","178.76","40.30","94.98","1542","53.02","94.30","94","61.63"
"157.09","1464.96","514.78","516.09","39.76","179.06","40.05","94.98","1545","52.92","94.30","94","61.73"
"158.24","1462.94","515.38","520.4","39.62","179.37","40.04","94.98","1549","52.73","94.20","94","61.73"
"159.38","1462.94","515.86","516.09","39.60","180.44","40.09","94.98","1550","52.43","94.10","94","61.63"
"157.24","1453.97","503.48","500.68","39.23","179.29","40.39","94.98","1551","52.24","94","93","61.63"
"155.64","1445.91","494.58","491.9","39.13","175.78","40.48","94.98","1555","52.14","93.90","93","61.63"
"154.27","1438.95","492.79","498.48","37.44","175.33","47.45","77.25","1489","51.84","93.80","93","61.63"
"135.96","1277","321.50","282.86","35.16","153.43","42.21","94.39","1497","51.55","93.70","93","61.53"
"122.68","1186.91","318.29","322.46","35.12","140.69","42.52","94.98","1472","51.35","93.60","93","61.53"
"120.77","1165.94","328.17","331.29","35.65","136.57","41.14","94.88","1489","51.06","93.50","93","61.33"
"130.46","1212.91","427.29","450","37.76","146.03","41.04","94.33","1484","51.06","93.40","93","61.33"
"130.39","1261.98","455.27","432.48","38.41","148.70","40.93","92.29","1468","50.81","93.30","93","61.33"
"133.97","1290","511.98","498.48","39.55","154.34","40.30","94.98","1455","50.62","93.10","92","61.24"
"138.48","1353.99","503.48","511.66","39.39","158.39","40.42","94.98","1464","50.32","92.90","92","61.33"
"140.54","1374.96","469.07","474.26","38.53","156.86","40.59","94.93","1477","50.13","92.70","92","61.33"
"156.33","1417.99","637.36","698.57","41.32","176.39","46.25","82.54","1459","49.93","92.60","92","61.33"
"149.16","1428.97","453.80","439.1","37.87","169.37","41.46","88.61","1500","49.73","92.40","92","61.33"
"138.86","1338.98","361.48","340.17","35.95","156.48","41.05","90.23","1495","49.44","92.20","92","61.33"
"138.63","1290","565.99","562.3","40.92","161.75","39.61","94.98","1502","49.34","92.10","91","61.24"
"145.95","1374.96","478.80","483.09","38.74","160.98","40.64","94.24","1500","49.24","92","91","61.24"
"146.26","1387.96","644.01","621.65","42.41","172.58","39.44","94.98","1505","49.05","91.80","91","61.24"
"150.84","1464.96","478.57","476.37","38.60","168.69","40.92","92.78","1493","48.95","91.70","91","61.24"
"145.88","1398.95","461.58","445.68","38.24","163.20","40.64","93.76","1483","48.75","91.50","91","61.24"
"160.14","1430.99","697.47","711.89","42.06","180.59","42.97","89.08","1483","48.75","91.40","91","61.24"
"152.67","1445.91","461.30","441.3","38.11","171.05","40.88","91.86","1521","48.56","91.30","91","61.24"
"146.87","1385.94","436.26","430.27","37.59","164.87","41.01","90.86","1497","48.41","91.20","91","61.24"
"148.16","1346.94","662.77","634.88","42.36","174.87","39.14","94.98","1523","48.21","91.20","91","61.24"
"149.39","1410.94","478.07","447.88","38.70","167.24","40.54","93.53","1514","48.21","91","90","61.24"
"145.19","1376.97","528.68","483.09","41.01","169.68","38.58","94.98","1532","48.02","91","90","61.24"
"148.93","1417.99","483.36","458.87","38.82","165.48","40.50","94.98","1503","47.92","90.90","90","61.14"
"160.68","1462.94","546.09","641.49","39.49","174.18","41.17","94.58","1479","47.92","90.80","90","61.14"
"153.28","1443.99","557.67","505.06","41.19","175.33","38.62","94.98","1528","47.72","90.70","90","61.14"
"158.16","1502.95","522.69","535.79","39.07","179.29","41.06","92.97","1497","47.72","90.60","90","61.14"
"153.12","1451.95","488.78","461.07","38.91","172.88","40.24","94.98","1515","47.53","90.50","90","61.14"
"163.04","1460.93","667.91","707.4","41.32","183.18","41.16","94.69","1494","47.53","90.40","90","61.14"
"156.79","1466.97","546.18","494.07","41.35","179.29","37.30","94.98","1568","47.43","90.40","90","61.14"
"160.07","1517.97","495.08","496.27","38.64","180.36","41.13","89.79","1523","47.33","90.30","90","61.14"
"152.59","1404.99","413.10","384.09","37.09","169.37","40.69","90.71","1524","47.14","90.20","90","61.14"
"146.87","1368.92","436.26","452.29","37.66","164.26","40.89","89.58","1501","47.04","90.10","90","61.04"
"142.67","1336.96","420.48","423.76","37.29","160.45","40.92","87.94","1502","46.94","90.10","90","61.04"
"140.15","1312.98","416.58","419.38","37.24","156.86","41.09","86.63","1500","46.94","90.10","89","61.04"
"138.25","1299.98","417.87","419.38","37.20","155.64","40.87","85.57","1486","46.84","90","89","61.04"
"139.09","1295.95","414.38","417.09","37.21","153.43","40.94","84.78","1485","46.74","89.90","89","61.04"
"135.96","1290","415.30","414.88","37.13","152.06","40.95","83.99","1476","46.65","89.80","89","61.04"
"134.13","1282.95","407.80","410.48","37.04","149.77","41.09","82.81","1465","46.55","89.70","89","60.84"
"133.29","1277","402.80","405.96","36.86","148.55","41.29","82.28","1463","46.45","89.60","89","60.84"
"129.93","1272.97","410.57","401.7","37.40","147.63","40.09","87.84","1472","46.35","89.50","89","61.04"
"132.07","1304.92","445.77","463.27","37.83","151.06","40.96","82.72","1449","46.25","89.30","89","60.84"
"133.67","1293.93","425.59","423.76","37.57","150.07","41.04","82.93","1452","46.16","89.20","89","60.84"
"141.83","1323.96","635.25","643.6","42.21","163.96","39.15","94.98","1466","46.06","89.10","89","60.84"
"146.26","1425.95","468.60","469.76","38.24","161.59","41.12","81.62","1457","46.06","89","88","60.84"
"141.15","1346.94","420.80","403.9","37.09","157.40","41.05","84.37","1461","45.81","88.90","88","60.84"
"136.64","1308.95","420.48","419.38","37.17","152.67","40.94","83.86","1455","45.61","88.80","88","60.75"
"148.16","1336.96","649.58","656.85","42.59","165.33","39.39","94.98","1465","45.61","88.70","88","60.75"
"150.76","1434.93","593.79","549.07","42.32","174.49","38.70","94.98","1513","45.61","88.60","88","60.75"
"152.67","1472.92","522.88","496.27","39.20","174.87","40.41","91.82","1485","45.61","88.50","88","60.75"
"153.66","1436.94","513.09","496.27","39.62","172.43","40.01","94.98","1489","45.42","88.50","88","60.84"
"160.52","1460.93","656.35","678.8","42.38","181.96","39.75","94.98","1504","45.32","88.40","88","60.84"
"160.75","1500.94","527.10","531.48","39.34","180.29","40.41","94.98","1505","45.32","88.30","88","60.75"
"156.86","1470.91","521.96","509.37","39.49","178.38","39.01","94.98","1517","45.22","88.20","88","60.75"
"171.74","1528.95","758.40","779.96","44.51","196.38","39.31","94.98","1552","45.22","88.20","88","60.75"
"167.77","1558.98","475.08","443.51","38.08","185.55","40.73","90.99","1545","45.12","88.20","88","60.75"
"156.63","1438.95","395.81","397.27","36.43","167.77","41.06","91.46","1525","44.93","88.20","88","60.75"
"142.75","1334.95","394.80","390.67","36.58","159.69","41.05","90.96","1513","44.83","88.10","88","60.75"
"142.82","1304.92","460.66","450","38.37","159.53","40.50","91.25","1503","44.73","88","88","60.75"
"142.67","1327.99","413.69","428.07","36.87","157.24","41.01","88.36","1497","44.73","88","88","60.75"
"137.03","1297.96","405.09","408.4","36.84","154.34","41.15","87.10","1491","44.63","87.90","87","60.65"
"132.52","1280.93","382.21","373.1","36.22","150.45","41.26","86.19","1484","44.63","87.90","87","60.65"
"130.46","1246.97","351.32","344.57","35.60","147.86","41.49","84.58","1465","44.44","87.80","87","60.65"
"128.48","1220.96","431.01","412.68","37.60","147.78","40.89","85.46","1464","44.34","87.60","87","60.55"
"126.88","1242.94","363.79","364.38","35.80","144.20","41.46","83.83","1454","44.34","87.60","87","60.45"
"129.55","1237.99","413.19","421.49","37.07","145.27","40.95","83.48","1440","44.24","87.50","87","60.45"
"129.78","1257.95","404.86","408.4","36.93","144.43","41.22","82.76","1437","44.14","87.30","87","60.45"
"127.95","1261.98","406.70","410.48","36.83","144.88","41.28","82.55","1434","44.05","87.20","87","60.45"
"128.48","1263.99","406.88","405.96","36.86","144.35","41.16","81.81","1433","43.95","87.10","86","60.45"
"130.85","1280.93","470.77","474.26","38.47","145.95","40.71","84.24","1428","43.85","87","86","60.45"
"131.69","1293.93","395.81","412.68","36.50","144.35","41.09","81.09","1420","43.85","86.90","86","60.45"
"130.46","1272.97","443.37","436.85","37.74","146.56","40.85","83.54","1421","43.75","86.70","86","60.45"
"132.98","1297.96","476.87","483.09","38.43","148.78","40.59","84.53","1415","43.65","86.60","86","60.45"
"144.35","1336.96","547.19","619.47","39.06","156.63","40.86","85.93","1409","43.65","86.50","86","60.45"
"138.48","1357.93","485.56","465.38","38.64","156.63","40.31","88.90","1435","43.65","86.40","86","60.35"
"150.45","1389.97","673.16","678.8","42.50","169.83","40.37","94.98","1446","43.56","86.40","86","60.45"
"151.45","1434.93","545.76","538.08","39.76","169.15","40.52","93.08","1449","43.46","86.30","86","60.45"
"149.08","1430.99","521.36","513.91","39.38","167.39","40.41","94.24","1465","43.46","86.20","86","60.35"
"148.39","1417.99","498.80","500.68","38.84","167.16","40.42","93.38","1466","43.36","86.20","86","60.35"
"147.86","1402.97","528.95","505.06","39.98","165.87","39.87","94.98","1468","43.36","86","85","60.35"
"158.39","1432.91","675.27","687.58","42.74","179.83","38.86","94.98","1496","43.36","86","85","60.35"
"167.39","1522.91","610.57","641.49","40.55","184.48","40.36","94.98","1486","43.46","85.90","85","60.35"
"162.66","1500.94","508.08","491.9","38.87","179.98","40.37","94.98","1501","43.36","85.90","85","60.35"
"155.87","1451.95","503.71","498.48","38.81","175.48","40.55","94.98","1496","43.21","85.90","85","60.35"
"164.95","1447.93","692.79","702.97","42.97","185.78","38.99","94.98","1522","43.21","85.90","85","60.35"
"160.83","1494.99","508.27","478.8","38.90","181.05","40.45","94.92","1510","43.21","85.90","85","60.35"
"157.85","1449.94","502.51","489.69","38.85","177.39","40.28","94.98","1507","43.21","85.90","85","60.35"
"155.79","1438.95","619.70","560.1","42.66","182.27","39.37","94.98","1536","43.11","85.90","85","60.26"
"177.84","1537.92","767.78","795.39","44.35","203.78","40.01","94.98","1577","43.21","85.80","85","60.26"
"178.07","1562.92","522.46","509.37","39.34","196.84","40.16","94.82","1568","43.21","85.80","85","60.35"
"168.08","1509.91","497.97","480.88","38.71","187.84","40.17","94.40","1565","43.11","85.70","85","60.26"
"160.98","1466.97","493.06","491.9","38.58","180.44","40.57","94.37","1546","43.02","85.70","85","60.26"
"157.17","1443.99","487.26","491.9","38.54","175.10","40.47","94.14","1536","43.02","85.60","85","60.26"
"154.73","1421.93","490.38","491.9","39.23","174.49","39.89","94.98","1546","43.02","85.60","85","60.26"
"161.44","1485.92","511.20","535.79","39.02","181.66","40.74","94.69","1528","43.02","85.60","85","60.26"
"159.38","1449.94","489.10","474.26","38.67","177.16","40.18","94.58","1548","43.02","85.60","85","60.26"
"154.73","1415.97","466.58","467.68","38.05","172.58","40.68","92.69","1537","43.02","85.60","85","60.16"
"151.45","1381.92","452.56","450","37.71","169.68","40.70","91.51","1529","42.92","85.50","85","60.16"
"150","1355.91","447.98","447.88","37.71","167.47","40.80","90.50","1520","42.82","85.40","85","60.16"
"147.55","1344.93","443.87","443.51","37.73","165.18","40.77","89.23","1526","42.72","85.30","85","60.16"
"143.97","1342.91","490.89","487.49","38.76","164.87","40.43","91.33","1522","42.72","85.30","85","59.91"
"147.17","1370.93","460.48","465.38","38.05","166.09","40.44","90.26","1517","42.72","85.20","85","60.16"
"151.83","1368.92","581.38","524.8","41.66","173.88","38.55","94.98","1550","42.62","85.10","85","59.91"
"157.17","1451.95","492.97","487.49","38.44","173.88","40.83","93.28","1521","42.72","85","84","59.91"
"162.58","1421.93","676.69","665.57","42.90","185.55","39.08","94.98","1547","42.62","84.90","84","59.91"
"161.75","1477.96","499.07","476.37","38.82","183.18","40.18","94.98","1547","42.62","84.80","84","59.91"
"166.48","1468.98","497.88","542.46","38.60","183.64","40.49","91.62","1533","42.53","84.70","84","59.91"
"157.55","1438.95","486.07","472.06","38.56","176.24","40.38","94.05","1553","42.43","84.60","84","59.91"
"165.64","1425.95","688.00","683.18","42.90","193.48","38.91","94.98","1582","42.43","84.60","84","59.91"
"186.54","1582.97","533.50","614.98","38.76","200.96","40.82","90.49","1584","42.62","84.50","84","59.91"
"171.36","1511.92","497.10","467.68","38.50","190.43","40.19","91.56","1594","42.53","84.40","84","59.91"
"165.64","1470.91","507.49","502.88","38.96","187.76","40.12","92.57","1577","42.43","84.40","84","59.91"
"167.85","1462.94","521.87","513.91","39.63","186.69","39.04","94.98","1582","42.43","84.30","84","59.81"
"180.36","1517.97","691.96","729.37","42.47","202.56","39.92","94.98","1585","42.43","84.30","84","59.81"
"181.89","1554.95","579.09","564.48","40.24","205.39","39.88","94.98","1601","42.43","84.20","84","59.81"
"182.19","1551.93","559.18","555.69","39.91","203.25","39.81","94.98","1612","42.43","84.10","84","59.81"
"179.45","1541.95","539.98","542.46","39.71","201.19","40.17","93.26","1603","42.43","84","84","59.81"
"176.17","1530.97","528.17","533.68","39.42","198.37","39.84","94.87","1617","42.43","84","84","59.81"
"177.54","1522.91","529.46","529.18","39.30","199.28","40.02","94.92","1615","42.43","84","83","59.72"
"176.78","1511.92","513.77","516.09","39.32","197.99","40.03","94.43","1622","42.43","84","83","59.72"
"186.54","1519.98","765.16","764.66","44.89","214.85","38.67","94.98","1664","42.43","83.90","83","59.72"
"232.24","1607.96","884.19","896.46","47.06","285.19","38.76","94.98","2081","42.53","83.80","83","59.72"
"251.39","1699.97","701.00","744.76","41.43","278.48","40.31","88.71","1786","42.82","83.70","83","59.72"
"205.08","1665.92","526.18","491.9","39.02","231.17","39.91","94.98","1722","42.82","83.70","83","59.72"
"194.93","1603.93","541.96","540.17","39.51","217.75","39.96","94.98","1685","42.82","83.60","83","59.72"
"187.99","1577.93","515.29","516.09","38.85","209.28","40.04","94.98","1676","42.82","83.50","83","59.72"
"179.67","1496.91","483.68","469.76","38.90","198.98","39.75","94.98","1695","42.82","83.40","83","59.72"
"189.59","1524.92","658.36","689.88","41.84","215.46","40.43","94.98","1666","42.82","83.40","83","59.72"
"184.48","1541.95","520.77","491.9","39.54","207.98","39.20","94.98","1697","42.92","83.40","83","59.72"
"201.88","1609.98","796.59","817.27","45.51","247.58","37.89","94.98","1997","43.02","83.40","83","59.62"
"256.27","1656.94","905.97","907.58","47.22","305.26","38.18","94.98","2154","43.21","83.40","83","59.62"
"272.14","1755.91","843.37","911.98","41.25","306.32","51.63","59.93","1774","43.46","83.40","83","59.62"
"186.24","1513.94","331.16","322.46","34.55","209.35","41.79","93.87","1691","43.36","83.20","83","59.62"
"157.93","1265.92","330.47","320.4","35.37","177.84","40.49","94.98","1697","43.02","83.20","83","59.52"
"169.68","1363.97","713.41","762.37","43.59","203.48","39.15","94.98","1743","43.21","83.10","83","59.52"
"179.67","1549.92","379.50","461.07","22.96","212.25","41.27","89.61","1645","43.36","83.10","83","59.52"
"159.38","1284.96","329.69","291.71","34.88","177.39","41.77","94.98","1654","43.02","83.10","83","59.52"
"145.04","1180.96","328.26","331.29","34.97","161.67","42.19","94.98","1632","42.82","83.10","82","59.42"
"136.34","1143.97","340.99","340.17","35.29","153.12","42.03","94.98","1596","42.72","83","82","59.32"
"131.53","1128.95","348.29","348.98","35.48","148.93","42.35","94.98","1570","42.62","82.90","82","59.32"
"128.63","1130.97","349.71","353.35","35.42","145.72","42.42","94.98","1542","42.62","82.90","82","59.32"
"126.73","1126.94","349.99","351.09","35.55","142.29","42.39","94.77","1515","42.43","82.80","82","59.32"
"125.05","1120.99","349.99","351.09","35.54","140.54","42.33","94.49","1504","42.43","82.60","82","59.23"
"122.22","1118.97","349.99","348.98","35.53","137.79","42.31","94.31","1482","42.23","82.50","82","59.23"
"120.55","1113.94","349.99","353.35","35.41","134.74","42.39","94.15","1460","42.13","82.30","82","59.13"
"118.87","1111.92","349.99","351.09","35.44","132.30","42.50","94.05","1449","41.94","82.10","81","59.13"
"117.34","1109.91","349.99","346.68","35.33","130.69","42.64","93.99","1437","41.84","81.90","81","59.13"
"114.82","1105.97","349.99","344.57","35.39","129.40","42.53","93.95","1426","41.64","81.70","81","59.13"
"113.53","1101.94","314.60","304.96","34.49","126.57","42.73","93.89","1404","41.64","81.60","81","59.13"
"111.39","1098.92","313.27","313.68","34.50","124.28","42.66","93.95","1388","41.45","81.40","81","59.13"
"110.17","1096.91","312.49","313.68","34.50","122.22","42.80","94.09","1371","41.35","81.20","81","59.13"
"107.04","1092.97","311.80","311.48","34.51","120.39","42.79","94.14","1358","41.25","81.10","80","59.13"
"105.29","1088.94","311.07","298.29","34.37","118.79","42.04","94.19","1351","41.15","80.90","80","58.93"
"106.74","1086.93","310.88","309.28","34.40","118.49","42.19","94.22","1345","41.05","80.70","80","58.93"
"105.97","1084.91","310.79","309.28","34.48","118.49","42.10","94.19","1344","40.96","80.60","80","58.93"
"103","1084.91","308.68","307.08","34.41","114.06","42.03","94.58","1296","40.96","80.40","80","58.93"
"99.49","1079.97","306.48","302.7","34.34","109.64","42","94.89","1258","40.71","80.20","80","58.83"
"94.15","1075.94","307.76","313.68","34.32","102.85","42","94.98","1151","40.71","80.10","79","58.83"
"97.73","1054.98","309.60","302.7","34.30","112.46","41.99","94.47","1296","40.51","80","79","58.83"
"96.36","1073.93","312.08","307.08","34.61","106.28","40.83","94.67","1304","40.51","79.90","79","58.83"
"112.46","1071.91","316.39","333.5","34.57","127.03","42.59","93.52","1432","40.42","79.80","79","58.83"
"110.55","1084.91","312.67","318.06","34.42","121.39","39.44","94.06","1345","40.42","79.70","79","58.83"
"97.05","1088.94","654.40","672.29","42.12","106.36","41.86","94.98","1187","40.32","79.50","79","58.83"
"100.86","1073.93","335.01","342.28","34.88","124.06","41.39","94.04","1460","40.32","79.40","79","58.83"
"157.17","1109.91","341.36","322.46","35.12","173.72","42.52","94.58","1772","40.22","79.30","79","58.83"
"181.96","1173.91","457.36","498.48","38.14","219.35","40.23","50.87","2436","40.32","79.20","79","58.83"
"226.6","1182.97","360.60","337.99","35.34","244.37","42.57","51.08","2266","40.42","79.10","79","58.83"
"187.84","1195.97","345.08","333.5","35.08","201.50","42.26","94.98","1911","40.61","79","78","58.83"
"152.9","1173.91","331.66","326.92","34.70","168.15","42.35","94.98","1631","40.71","78.90","78","58.83"
"134.74","1156.97","380.60","403.9","35.73","161.67","41.51","94.98","1595","40.96","78.90","78","58.83"
"176.17","1222.98","685.56","709.6","43.20","197.76","38.92","94.98","1938","41.15","79","79","58.83"
"235.37","1455.98","843.85","841.58","46.41","305.94","37.51","94.98","2742","41.64","79","79","58.93"
"413.06","1464.96","1307.86","1336.45","54.47","496.53","35.89","82.76","3854","42.43","79.10","79","58.93"
"643.78","1962.92","1385.67","1426.56","44.40","759.90","43.71","25.59","4103","44.05","79.20","79","59.13"
"697.49","2043.94","1599.95","1655.24","56.32","828.95","34.94","34.76","4852","46.06","79.40","79","59.13"
